repository_id,ur_id,pr_id,create_date,pull_request_date,latest_release_date,review,title,description,url,author,target
10,d9dd9ab2-3316-4568-99df-69644678dd0f,MDExOlB1bGxSZXF1ZXN0NjkwOTYyNg==,2013-03-13 09:56:17,2013-07-13 14:57:07,,"With new update , game run fastest. But please, make yugioh 5ds tag force 4 playable....",Fix YES/NO selection color in save dialog,Before After,https://github.com/hrydgard/ppsspp/pull/2770,dbz400,0
10,bbc8efe7-05f8-4d6e-a508-2f27688ff554,MDExOlB1bGxSZXF1ZXN0NjQ4NjkzMw==,2013-03-24 05:52:45,2013-06-22 13:27:48,,Where do you go to download the games,Start looping if there is not enough samples.,Fix noise in some looping bgm. It may fix issue #2379.,https://github.com/hrydgard/ppsspp/pull/2397,oioitff,0
10,dde8f65f-28ca-4bf0-a0c5-423143901645,MDExOlB1bGxSZXF1ZXN0NjE0ODM0NA==,2013-04-05 13:17:20,2013-06-06 00:18:01,,Such a huge lag,Fix logging error in sceNetAdhocPdpCreate,Had a copy and paste error. :P,https://github.com/hrydgard/ppsspp/pull/2103,thedax,0
10,396f7326-7875-48e6-a54a-1884d7de4c99,MDExOlB1bGxSZXF1ZXN0NzM3MzMzMg==,2013-04-07 00:24:26,2013-08-04 07:47:01,,Without bug it will be perfect,Win32/NewUI: Address debug log bug and placement in menu.,"It was being enabled and disabled at weird times since the settings don't take effect until one exits the page. This mostly rectifies that, though it won't be instant like the old UI, due to how the two UIs differ when events are sent. Also changed the behaviour of WM_USER_LOG_STATUS_CHANGED slightly to make it open a debug console when checked/true, in addition to simply re-enabling the menu bar option. If the user enables it, they probably want to see the output, so it makes sense to do it this way. One last thing, the option to En/Disable debug logging's been moved to Developer Tools to be consistent with the Old UI. This is an option intended for developers/power users, after all.. Should fix #3047's main issues.",https://github.com/hrydgard/ppsspp/pull/3050,thedax,0
10,9d24c9ab-b239-4f87-adce-09bea6de5b65,MDExOlB1bGxSZXF1ZXN0NzI3NjE0OQ==,2013-04-29 13:33:19,2013-07-30 21:35:08,,This is the most amazing mobile emulator to date. It runs DBZ Another Road with playable FPS. I don't care about sound much.,Fix typo in NewUI.,Just a little error. :p,https://github.com/hrydgard/ppsspp/pull/3010,thedax,0
10,dabf3e2f-6c3b-4b8b-9d43-0020902c0e94,MDExOlB1bGxSZXF1ZXN0Nzk5MjQ3Mg==,2013-05-03 16:24:05,2013-08-30 18:20:09,,add more compatibility please can you make it work silent hill origins or tekken please,Fix mune translation from ini (run/pause) button translation,"rc resource is modified to unified two keys: ""Read Framebuffer To Memory (CPU)"", ""Read Framebuffer To Memory (GPU)"" as ""Read Framebuffers To Memory (CPU)"" and ""Read Framebuffers To Memory (GPU)"" used in ini file.",https://github.com/hrydgard/ppsspp/pull/3509,kaienfr,0
10,bdb06d8d-482e-4aa5-ba62-87cec17f5768,MDExOlB1bGxSZXF1ZXN0ODY5Nzc3NA==,2013-05-25 17:27:56,2013-09-30 08:26:15,,"I reallyll love this app, since I can play quite a few of my fav games her, but my top one isn't on the list... Tales of the World: Radiant Mythology please!",Fix reporting's net shutdown as well,Using the auto class from native. -[Unknown],https://github.com/hrydgard/ppsspp/pull/3996,unknownbrackets,0
10,a07b0f09-496a-4471-85d2-a1bacf43961e,MDExOlB1bGxSZXF1ZXN0ODY5Nzc3NA==,2013-06-05 01:08:10,2013-09-30 08:26:15,,I hope I can play burnout and midnightclub 3,Fix reporting's net shutdown as well,Using the auto class from native. -[Unknown],https://github.com/hrydgard/ppsspp/pull/3996,unknownbrackets,0
10,c55d1f6a-f347-4539-b972-b750988098d9,MDExOlB1bGxSZXF1ZXN0NzIyOTEzNg==,2013-06-10 14:02:01,2013-07-29 11:18:49,,I'm following the development of this emu for some time and have seen the great work the developer has put on it. Really a great project.,Basic .sym support,"This adds basic .sym support, a format originally used by the no$ emulators, which is also generated by some assemblers. It's a very simple format that just maps addresses to symbols. The format is basically like this: %08X name 8 digits the address, then the symbol name after a space. It supports specifying data regions too, but those aren't supported yet, I will need to do bigger changes to the disassembly view to support and display arbitrary sizes. Additionally, it now also supports loading symbols for virtual discs. It loads them from dir/.ppsspp-symbols.map or dir/.ppsspp-symbols.sym.",https://github.com/hrydgard/ppsspp/pull/2978,Kingcom,0
10,157d1c83-6352-44cb-b121-1a1b76111ec4,MDExOlB1bGxSZXF1ZXN0MTQxNDc4MTM=,2013-06-23 23:45:49,2014-03-30 00:15:18,,I cant play loco roco mednight carnival very well please fix it,Color-convert framebuffers that are bound as CLUT textures,"Not quite ready to merge yet, just requesting comments and testing. Needs cleanup and, well, testing. Shadows look correct in FF Type 0 with this. Don't really know if it will fix anything else atm. It probably does something in 3rd Birthday.",https://github.com/hrydgard/ppsspp/pull/5767,hrydgard,0
10,85b6af03-cd7c-48e4-9757-fde06abfd2c5,MDExOlB1bGxSZXF1ZXN0NjYzNzc2OA==,2013-06-28 03:27:51,2013-06-30 11:46:34,,Currently the best,Memory view in disassembler,Adds a memory view to the disassembler. It can be very useful to have it in the same window when you just want to see what's at a position referenced by a register. Tab will toggle between the memory viewer and the breakpoint list.,https://github.com/hrydgard/ppsspp/pull/2556,Kingcom,0
10,2652b4bd-0b42-49f8-a02d-c98fbb970c86,MDExOlB1bGxSZXF1ZXN0ODA0NjEwMQ==,2013-06-29 12:20:12,2013-09-03 15:54:52,,"It is really great that my brother and I can finally play Monster Hunter again but it is really disappointing that we couldn't find a WLAN feature (or we just don't know how to use it). If there is a WLAN feature please tell me how to use it and if there isn't, please create one! I badly want to play co-op missions together! Overall, great emulator. Love it ^^",fix cwcheat list incompletely shown and resize the check button,"When cheat list is long, some of the cheat items at the bottom can not been shown. This will fix it. Moreover, the check button is resized according to the marge of the screen, to fit better and contain long button title.",https://github.com/hrydgard/ppsspp/pull/3600,kaienfr,0
10,c3eed22e-b89d-4699-9b2c-eff223973ef9,MDExOlB1bGxSZXF1ZXN0OTQzNTI0Ng==,2013-07-12 00:33:36,2013-10-27 19:17:20,,This is the great emulator ever i love it thank but where i can the Roms,Update lang and ffmpeg submodules.,Updates ffmpeg to hrydgard/ppsspp-ffmpeg@926573e. Updates lang to hrydgard/ppsspp-lang@e5990f7.,https://github.com/hrydgard/ppsspp/pull/4341,thedax,0
10,960e1aa6-0553-405b-97ef-c0f79e11d540,MDExOlB1bGxSZXF1ZXN0MTI1MzAyMzY=,2013-07-14 15:03:58,2014-02-13 21:25:25,,It's really good. But there should be a way to fix lag on it. I'm probably not doing things right but I got one game to run smoothly.,WinUI: Don't crash by referencing a nullptr when changing the rendering resolution.,Should fix #5436.,https://github.com/hrydgard/ppsspp/pull/5439,thedax,0
10,16d98ac9-defb-4f0d-8b5d-d6611411bd38,MDExOlB1bGxSZXF1ZXN0MTY4MTIzMzI=,2013-07-17 01:45:57,2014-06-06 09:49:48,,This is really good. some games are kinda Laggy but i'm blaming my phone for that. Please add some more games like Naruto Shippuden : Ultimate Ninja Heroes 3 or Ultimate Ninja Impact.. Thank you in advance.. Keep up the good work. More Power..,Have control mapper override the default shortcut keys for save states related commands. Fixes #6214 .,Limitations: -No WinUI synchronization yet (still shows F2 in menu instead of the mapped key for save state if applicable); -Error messages don't appear when using the mapped keys over the hard-coded ones. This issue seams to already exist in the current master.,https://github.com/hrydgard/ppsspp/pull/6240,pal1000,0
10,7d4ce7a0-0488-43fd-b144-abc69ab074db,MDExOlB1bGxSZXF1ZXN0NzI2NDU2MA==,2013-07-22 05:39:37,2013-07-30 15:13:24,,Good!!! I will try to support you guys when I get a job!,GPUstate :Add getTextureWidth(int level) & getTextureHeight(int level),,https://github.com/hrydgard/ppsspp/pull/3005,dbz400,0
10,d6c2141f-1f18-4a93-943b-677e01c898ac,MDExOlB1bGxSZXF1ZXN0MTY1NzMyMTg=,2013-07-29 21:28:57,2014-06-01 05:45:59,,Bakvas,Track and decimate temporary-use FBOs in one place,Main idea here is to save VRAM. -[Unknown],https://github.com/hrydgard/ppsspp/pull/6206,unknownbrackets,0
10,ab31c307-b0da-4323-bb17-4c060f1c0acd,MDExOlB1bGxSZXF1ZXN0Nzk3MTkzOQ==,2013-08-14 04:45:09,2013-08-30 00:09:43,,Where can I find games at ?,Fix crashing on empty newlines. Increase max cheat list to 128,Some small fixes.,https://github.com/hrydgard/ppsspp/pull/3484,makotech222,0
10,a2719913-3161-4a13-8c6c-c2652a4145e0,MDExOlB1bGxSZXF1ZXN0MTEyMjczNTY=,2013-08-21 07:43:03,2014-01-04 09:32:09,,Awesome keep up the good work 5  stars!,Prevent psmfplayer from loading too many mpeg frames at once,"Fixes #4550 again. Before these changes, it fills the video buffer and discards audio data that doesn't fit. This worked before when audio data was immediately demuxed, but now that happens on first read. Also, seems like psmfplayer doesn't bother selecting the proper video/audio streams, but I'm not sure... Anyway, Naruto still works this way too. Without the cap on adding too much data at once, there is a slight but noticeable pause after the first frame/audio samples, before the video continues playing. I left the cap generously high in case it affects compatibility, but this kills the pause for me. -[Unknown]",https://github.com/hrydgard/ppsspp/pull/5002,unknownbrackets,0
10,f33117e5-6b01-452c-bd7d-ce7b91dfc588,MDExOlB1bGxSZXF1ZXN0ODIzMTUxNw==,2013-08-22 16:04:20,2013-09-11 02:21:46,,Best app smack down vs raw 11 works great with.frame skip,"Make new keys in ""Window Size"" translatable and fix Ctrl+1, thanks to @thedax",,https://github.com/hrydgard/ppsspp/pull/3725,wuspring,0
10,f33117e5-6b01-452c-bd7d-ce7b91dfc588,MDExOlB1bGxSZXF1ZXN0MTAwOTg0OTU=,2013-08-22 16:04:20,2013-11-19 17:43:08,,Best app smack down vs raw 11 works great with.frame skip,Fix for broken pull #4575: Automatic pause/resume when memory dumping - by using a simpler and more safer coding,Fix for broken pull #4575: Automatic pause/resume when memory dumping - by using a simpler and more precautious coding,https://github.com/hrydgard/ppsspp/pull/4580,pal1000,0
10,2b46d3e7-540f-4c3b-9000-0df22f7b48cd,MDExOlB1bGxSZXF1ZXN0Nzg4NjQ1Ng==,2013-08-26 21:31:01,2013-08-27 12:56:25,,I have a galaxy note 1 and im getting 6fps on startup. 50fps on in game menus then 8fps in game. Help me please. Really want this to run right!!,Remove old comment since OSK bypass supports Unicode now.,"Sorry, the last one got merged before I could commit this, heh.",https://github.com/hrydgard/ppsspp/pull/3443,thedax,0
10,55d11b9c-802b-49dd-a065-4ef14749b50d,MDExOlB1bGxSZXF1ZXN0MTEyMTI3ODU=,2013-09-01 14:29:56,2014-01-03 17:24:36,,"I love it, It is just a little bit slow on my galaxy s3 pleaseeee fix",Also disable vertex cache option if hw transform is disabled,,https://github.com/hrydgard/ppsspp/pull/4991,ufdada,1
10,e972633d-de27-4b8a-8974-de5f74005652,MDExOlB1bGxSZXF1ZXN0ODMzNzc5NA==,2013-09-09 13:00:11,2013-09-15 15:00:56,,Now able to play with ps3 controller. Love this,Make it possible to add new sections optionally,This should make it possible to load older states if we make it possible. -[Unknown],https://github.com/hrydgard/ppsspp/pull/3780,unknownbrackets,0
10,b0963def-2b67-4d10-841a-35ee16e7d6da,MDExOlB1bGxSZXF1ZXN0OTYyNjIyMw==,2013-09-18 10:26:16,2013-11-03 09:15:02,,because of this there would be game from psp that i can play because of this...,"Fix volume scaling for mono inputs, etc.","Oops, I hadn't realized that that wasn't the output channels. -[Unknown]",https://github.com/hrydgard/ppsspp/pull/4427,unknownbrackets,0
10,0b209cd6-a4d3-4b85-ae03-c156401b184f,MDExOlB1bGxSZXF1ZXN0MTEyMTcxOTE=,2013-09-25 15:22:50,2014-01-03 20:00:48,,Please make playble Wwe smackdown vs raw 2008 game,disable some settings if sound isn´t enabled,,https://github.com/hrydgard/ppsspp/pull/4998,ufdada,0
10,69aef949-a381-401b-93c2-f485d903a264,MDExOlB1bGxSZXF1ZXN0MTE4MzM2NTc=,2013-09-29 05:26:36,2014-01-24 06:05:09,,Best game app ever,Support larger iso files (more than 2GB),"No actual PSP games are this big (a UMD can only go up to 1.8 GB), but it can be convenient for combined multi-game discs. Fixes #5169. Not sure what ftell() returns for > INT_MAX, so better to be safe. The main fix is using fseeko(). Also applied to cso just in case. It's probably not super likely to see a compressed iso > 2GB but might as well support it. -[Unknown]",https://github.com/hrydgard/ppsspp/pull/5194,unknownbrackets,0
10,80360ba6-8a9a-4826-ae52-fe16d24d8462,MDExOlB1bGxSZXF1ZXN0MjA1OTI4MzU=,2013-10-05 21:31:45,2014-09-02 05:34:47,,I want to play a game but then it stucks on a black screen with only controller shown. Sorry bad english,Fix the vrndi.s output range,"Was previously outputting only valid positive float values, but should use a much wider range of a u32. Might've affected randomness in some games. -[Unknown]",https://github.com/hrydgard/ppsspp/pull/6823,unknownbrackets,0
10,930e928e-0b82-4abd-8695-7a996eba5c69,MDExOlB1bGxSZXF1ZXN0MTAyNDI5NDc=,2013-10-09 19:30:36,2013-11-24 16:26:46,,MHF lives again!,"Fix paths in CMakeLists.txt, after VertexDecoder file split",,https://github.com/hrydgard/ppsspp/pull/4629,ydamigos,0
10,0b08bd56-f12c-4c39-a2fa-e07b11769dd2,MDExOlB1bGxSZXF1ZXN0MTM4NzUyODM=,2013-11-19 07:17:05,2014-03-23 05:26:35,,A lot of health cheat didn't work. But everything's fine. Thanks for your hard work...,"Use NEON for unswizzling, minor tweak to texcache","Not using aligned loads in unswizzling because I'm not sure it's worth handwriting and I don't know how to specify it with the intrinsics. But, now using aligned loads in QuickTexHashNEON. Unfortunately my tests are showing it's the same speed but it may help some devices/games more than others. Possibly the writeback is causing a penalty maybe.. It's really hard to get anything useful performance wise on Android it seems like. Everything varies so much by run, and my FPS dances up and down and is never stable (I have power saving on so I can get < 100% speed and not deal with the impact of frameskip.) But it seems like this is averaging faster per profile and fps. Note: VLDM was already a NEON instr, this just makes it aligned. -[Unknown]",https://github.com/hrydgard/ppsspp/pull/5696,unknownbrackets,0
10,bcdfa23d-3a3a-44d7-bb1d-ad2afb857a8a,MDExOlB1bGxSZXF1ZXN0MTIzNDM4MTk=,2013-11-28 12:07:34,2014-02-08 18:00:26,,I use xperia sp and almost all games I played is smooth like bleach n soul eater,Make sure to check current status for changes,"The game may not even call GetStatus(), but the status should still change. Also, error when using InitStart() during Shutdown(), per tests. Sorry, I realized it needed this too just a few minutes ago, but didn't finish testing in time. -[Unknown]",https://github.com/hrydgard/ppsspp/pull/5369,unknownbrackets,0
10,82c486ac-df8a-4f80-b330-13eb551b3ac3,MDExOlB1bGxSZXF1ZXN0MTQ0MjQwOTY=,2013-12-07 20:50:51,2014-04-06 12:49:09,,Good jobbb,sceMp3 : allocate audio frame,,https://github.com/hrydgard/ppsspp/pull/5813,dbz400,0
10,e99d173f-310b-49ff-adce-3582bbe6fef8,MDExOlB1bGxSZXF1ZXN0MTI3NjcyOTM=,2013-12-13 14:12:49,2014-02-20 21:35:33,,Great app,Bypass to boot.bin from patched game,Fix #5527 #5512 No need Log: https://gist.github.com/sum2012/2b430d57f9d7d0ae8016,https://github.com/hrydgard/ppsspp/pull/5529,sum2012,0
10,6eec57ff-8b2f-4574-a31b-08e925472964,MDExOlB1bGxSZXF1ZXN0MTM4NzMyNTM=,2013-12-14 22:16:23,2014-03-22 23:16:47,,I am playing persona 3. when I am in tartarus the screen would go black and all I can   see is the map. I hate the update. please fix it. :(((  As well as for selecting a reply for the conversation it also goes black in the background,"x86 jit and vertex jit changes, ARM emitter changes","Extracted out the x86 changes (which I've tested in some games and @solarmystic had tested in others), and some ARM emitter fixes which are relatively straight forward. #5687 is clearly too long. -[Unknown]",https://github.com/hrydgard/ppsspp/pull/5693,unknownbrackets,1
10,0fd0fba6-f259-401e-b52a-07dcad421788,MDExOlB1bGxSZXF1ZXN0MTQ4NjI2Mjk=,2013-12-18 07:07:26,2014-04-17 07:26:44,,"Games with 3D models work better but ""Guilty Gear XX Accent Core Plus "" still doesn't seem to work properly.","Use individual funcs, skipping the ExecuteOpInternal switch","This helps on x86, but I'm having trouble on ARM - it's just not consistent numbers enough, and I can't do it properly with headless. It'd be good if someone else could verify the performance on Android. The numbers aren't entirely consistent on x86. I got better than 1% in a couple places, but when I retry them they sometimes aren't as much faster... anyway, it's 1% better in several places. -[Unknown]",https://github.com/hrydgard/ppsspp/pull/5898,unknownbrackets,1
10,168013bb-ff2a-41ed-9419-f1f70645f1fd,MDExOlB1bGxSZXF1ZXN0MTQ3MjI0ODk=,2013-12-31 14:10:37,2014-04-14 14:59:24,,Best eVer,Ignore uncached/kernel bits in texture cache,"Although I suppose we could respect uncached and never cache... don't really think that makes sense, though. Possibly #5879. The only reason I can think of for this to hang is if cacheKeyEnd < cacheKey due to wrapping and silly parameters to sceKernelDcacheInvalidateRange() or etc. But might as well make it so invalidation works (since we mask the top bits off there too.) -[Unknown]",https://github.com/hrydgard/ppsspp/pull/5883,unknownbrackets,0
10,e39560d5-123e-4d4f-88ab-a91b25014760,MDExOlB1bGxSZXF1ZXN0MTM2MDM1MzM=,2014-01-01 02:07:40,2014-03-15 13:47:56,,Think it might needs a little more improvement. Keep up the good. Ps does anyone know how to make metal gear solid portable ops run smooth frames,Mp3 audio support,"Now, we can play mp3 audio format. :) PS: Some chinese game maker engins such as PGM-AMT, AMP come into the sound age.",https://github.com/hrydgard/ppsspp/pull/5657,kaienfr,0
10,53d589da-16e3-4d3e-b730-4e269f6aafb8,MDExOlB1bGxSZXF1ZXN0MTQ5MjEzMTk=,2014-01-06 01:44:41,2014-04-18 15:03:36,,Excellent,Split out texture level,"and put it into Execute_TexLevel(op, diff);",https://github.com/hrydgard/ppsspp/pull/5909,dbz400,0
10,6a53a557-8504-4594-90fd-327e5ea58ff7,MDExOlB1bGxSZXF1ZXN0MTYzNDUyNDI=,2014-01-12 22:47:51,2014-05-26 18:43:54,,"Works like great!  For all those complaining, I'd personally like to see you make something this awesome on multiple platforms. As for the devs, you guys rock!",Apply a very specific hack for Danganronpa,"This should allow playing at non-1x resolutions, and without slowing down the entire game just for one small framebuffer. Generally, hacks are a bad thing. But even with memcpy and block transfer stuff, we'll never be able to solve this game without some sort of hack. Detecting memory reads will complicate cross-platform compat or slow things down. I'm the last person who advocates hacks, but I also like things to just work out of the box and be fast. I'm not wanting to ""open pandora's box"" here, but it doesn't seem like there's any better way for this game. -[Unknown]",https://github.com/hrydgard/ppsspp/pull/6145,unknownbrackets,0
10,c755d79a-addf-498e-b2f6-bd0d5fc9a781,MDExOlB1bGxSZXF1ZXN0MTU0Njk5Nzk=,2014-01-17 12:21:59,2014-05-04 08:27:39,,"It's hard to believe that a phone can emulate PSP, but it's true. I can't wait to try it with a DualShock 3 hooked up.","Skip an error, add memchecks, upgrade old symbol maps",I realize old symbol maps aren't super important but I don't like losing things. Just while testing func replacements a bit more. -[Unknown],https://github.com/hrydgard/ppsspp/pull/6014,unknownbrackets,0
10,bdcd41b9-63aa-4190-b7fe-9e22826d61d5,MDExOlB1bGxSZXF1ZXN0MTg1MzA3NzE=,2014-02-03 03:13:05,2014-07-17 14:20:15,,How do i make outrun coast to coast run smooth,Auto save state load: set current slot to loaded one. by juhalaukkanen ,fix #6553,https://github.com/hrydgard/ppsspp/pull/6569,sum2012,0
10,769ba40e-9bd8-4336-b4df-35e9044f0f0c,MDExOlB1bGxSZXF1ZXN0MjM3MzczOTk=,2014-02-14 11:04:46,2014-11-02 22:18:59,,cool,Update to xBRZ 1.1,"Keeping the channel swap stuff and other changes, though. Fixes #7042. I assume that we want to keep our alphaBlend. I tested that things seem to look alright but I can't really tell if they've improved. -[Unknown]",https://github.com/hrydgard/ppsspp/pull/7045,unknownbrackets,0
10,a0362945-2bc5-4d1c-a43c-e64b9a25bc9d,MDExOlB1bGxSZXF1ZXN0MjY3ODkxNzI=,2014-03-10 04:38:43,2015-01-04 01:18:08,,I really like it but how to install GTA 5 on it ?,Scale UVs in through and non-through in GE debugger,"This also shows them scaled to the w/h in the vertex preview, which is probably easier to read and matches positions. Additionally, fixes textures drawn fully not being highlighted at all. -[Unknown]",https://github.com/hrydgard/ppsspp/pull/7263,unknownbrackets,0
10,bcf8932d-b2fb-49f1-982d-1034c9ae5e8c,MDExOlB1bGxSZXF1ZXN0MTg1MTA5NTM=,2014-03-20 22:37:35,2014-07-17 06:10:04,,It's good app. It's playing well on my device at the moment but it's force closed during  fight with Nyx (Final boss Persona3 P) . So disapointing,Debian packaging,It has some icons and a simple man page too.,https://github.com/hrydgard/ppsspp/pull/6568,sergiobenrocha2,0
10,7adaaabf-310b-42c8-a24b-2d5408b36c2b,MDExOlB1bGxSZXF1ZXN0MjkzMzYzNTY=,2014-04-04 18:58:28,2015-02-15 15:46:29,,"Kinda tricky finding the sd card but inthe end, everthing works great!",Update lang,Fix Korean font in chinese windows,https://github.com/hrydgard/ppsspp/pull/7481,sum2012,0
10,9ef6f3a9-bf6e-43cb-a31c-fa42743c5708,MDExOlB1bGxSZXF1ZXN0MjM3MjYxNTY=,2014-04-08 10:51:00,2014-11-02 00:18:45,,Never fails with dbz,Check free disk space on Symbian too.,,https://github.com/hrydgard/ppsspp/pull/7039,xsacha,0
10,a4d0e087-c581-49cc-bf47-40909999db40,MDExOlB1bGxSZXF1ZXN0MjU3MjAxODk=,2014-04-25 20:51:39,2014-12-09 05:25:20,,You have to comepress the rnr format to zip format,Use SSE shifts for high-vol channels,Tales of Phantasia's audio works fine with this. -[Unknown],https://github.com/hrydgard/ppsspp/pull/7159,unknownbrackets,0
10,caa56aa2-9745-440b-b477-292298b83fc1,MDExOlB1bGxSZXF1ZXN0MTcwOTYzMDc=,2014-05-20 16:27:38,2014-06-13 07:31:35,,I download Dragon Ball Z Tenkaichi Tag Team ( DBZ TTT ) in PPSSPP emulator it run fast thank u for this great app.....God Bless and Glory to God :),Reschedule after many cases of eating cycles,"All of these eat enough cycles they could cause issues in a loop, and I'm pretty sure they would reschedule. I didn't individually test them, though. Fixes #6302. -[Unknown]",https://github.com/hrydgard/ppsspp/pull/6305,unknownbrackets,1
10,87150200-8479-4c47-92f6-9c5a52f2d25f,MDExOlB1bGxSZXF1ZXN0MjQ1MDkwOTE=,2014-07-06 17:35:12,2014-11-16 23:30:36,,It runs smoothly,x86jit: Add basic support for mapping SIMD,This implements only the VecDo3 ops using SIMD. It seems to work from the games I've tested. I'd like to simplify though. I'm thinking it'd be better to change this pattern: To something more like: And also matrices... those are complicated... -[Unknown],https://github.com/hrydgard/ppsspp/pull/7096,unknownbrackets,0
10,6dac830e-5040-4231-a967-85637b05b4eb,MDExOlB1bGxSZXF1ZXN0Mzg2MDk1MTI=,2014-07-27 12:03:54,2015-06-26 01:13:23,,"I tryed to play yugioh tagforce 1,2,3 it acts like the WLAN is off and not on, it won't let me in the WLAN menu in-game. But offline the Emulator is perfect.",Disable changing PSP mode when game is running.,"Currently changing psp-2000/3000 to 1000 in game will cause crash, changing the other way might cause crash later on when game tries to read from wrong address. Not sure if the problem affects all games or only those which actually use the extra memory, I only really checked GE2 as I was replying to someone's pm with a problem like that, it's not like this setting is changed often anyway.",https://github.com/hrydgard/ppsspp/pull/7824,LunaMoo,0
