index,rank,ur_id,pr_id,similarity_score,create_date,pull_request_date,latest_release_date,user_review,pull_request,url,author,label,relevance
16,1,7060b7da-b9fc-4167-b7d0-a38aca109e1c,MDExOlB1bGxSZXF1ZXN0MTEwOTk0NDE4,0.31497806310653687,2018-01-21 20:17:16,2017-03-16 05:05:18,2017-03-23 07:15:24,When uploading apps it crash everytime so annoying,Fixes #380: Use Material Icons Attached Screenshots. Contributions activity: Uploads page:,https://github.com/commons-app/apps-android-commons/pull/436,maskaravivek,0,high
17,2,4d950ff7-f55e-4ad3-8b53-a331736bbde5,MDExOlB1bGxSZXF1ZXN0MTEwOTk0NDE4,0.3087855577468872,2017-12-03 13:03:16,2017-03-16 05:05:18,2017-03-23 07:15:24,I dont know but it fails to upload all my pictures.,Fixes #380: Use Material Icons Attached Screenshots. Contributions activity: Uploads page:,https://github.com/commons-app/apps-android-commons/pull/436,maskaravivek,0,medium
18,1,7060b7da-b9fc-4167-b7d0-a38aca109e1c,MDExOlB1bGxSZXF1ZXN0MTExNTA3NDIx,0.2964690327644348,2018-01-21 20:17:16,2017-03-20 08:46:56,2017-03-23 07:15:24,When uploading apps it crash everytime so annoying,Revert login-breaking commit Fix #443 issue_#443: Crash at login (pre-release) Logging in to the pre-release (current master) version crashes on all APIs that I've tried (23 and 25 so far). Trying to figure out what changes we made that broke it.,https://github.com/commons-app/apps-android-commons/pull/444,misaochan,0,medium
19,1,7060b7da-b9fc-4167-b7d0-a38aca109e1c,MDExOlB1bGxSZXF1ZXN0MTExNjIxNjMz,0.2202918529510498,2018-01-21 20:17:16,2017-03-20 18:35:17,2017-03-23 07:15:24,When uploading apps it crash everytime so annoying,Extend from AppCompatActivity instead of Activity This removes repetitive code as well as laying out the foundations for future backwards compatible uses e.g. using the Toolbar.,https://github.com/commons-app/apps-android-commons/pull/450,veyndan,0,medium
20,1,7060b7da-b9fc-4167-b7d0-a38aca109e1c,MDExOlB1bGxSZXF1ZXN0MTEyMTY5MTQ5,0.4816397428512573,2018-01-21 20:17:16,2017-03-23 06:15:24,2017-03-23 07:15:24,When uploading apps it crash everytime so annoying,"Lower target SDK to 23 Temporary solution for #457 issue_#457: Crash when selecting camera This happens 100% of the time when I select the camera in my real device (Samsung Galaxy S7, API 24). Not sure when this crash was introduced, as I haven't tested the camera function for the past 3 months.",https://github.com/commons-app/apps-android-commons/pull/459,misaochan,0,high
21,2,4d950ff7-f55e-4ad3-8b53-a331736bbde5,MDExOlB1bGxSZXF1ZXN0MTEyMTY5MTQ5,0.34306657314300537,2017-12-03 13:03:16,2017-03-23 06:15:24,2017-03-23 07:15:24,I dont know but it fails to upload all my pictures.,"Lower target SDK to 23 Temporary solution for #457 issue_#457: Crash when selecting camera This happens 100% of the time when I select the camera in my real device (Samsung Galaxy S7, API 24). Not sure when this crash was introduced, as I haven't tested the camera function for the past 3 months.",https://github.com/commons-app/apps-android-commons/pull/459,misaochan,0,medium
25,1,4d950ff7-f55e-4ad3-8b53-a331736bbde5,MDExOlB1bGxSZXF1ZXN0MTEzMzU3NDMw,0.26799458265304565,2017-12-03 13:03:16,2017-03-30 06:51:40,2017-04-15 08:54:16,I dont know but it fails to upload all my pictures.,Fixed URL nan,https://github.com/commons-app/apps-android-commons/pull/474,nicolas-raoul,0,medium
26,1,7060b7da-b9fc-4167-b7d0-a38aca109e1c,MDExOlB1bGxSZXF1ZXN0MTEzNzk1OTU0,0.5185636281967163,2018-01-21 20:17:16,2017-04-01 21:49:59,2017-04-15 08:54:16,When uploading apps it crash everytime so annoying,Fixes #435: Allowing state loss commit for fragment transaction Fixes #435. There could be several approaches for fixing the crash but in our case simply allowing commitAllowingStateLoss should be good enough. Feel free to take a look at these links 12 for this fix. Also the article explaining various use cases is also a good read. If the user puts the app in background after selecting a picture(either from gallery or clicking from camera) then ideally we should not commit the SingleUploadFragment fragment transaction. Its acceptable for us to allow for state loss rather than crashing the app. issue_#435: Fragment transaction state loss: IllegalStateException error This is a very interesting issue that is frequently occurring in our app. Here's a blog post explaining why this happens.,https://github.com/commons-app/apps-android-commons/pull/479,maskaravivek,0,high
27,2,4d950ff7-f55e-4ad3-8b53-a331736bbde5,MDExOlB1bGxSZXF1ZXN0MTEzNzk1OTU0,0.29819849133491516,2017-12-03 13:03:16,2017-04-01 21:49:59,2017-04-15 08:54:16,I dont know but it fails to upload all my pictures.,Fixes #435: Allowing state loss commit for fragment transaction Fixes #435. There could be several approaches for fixing the crash but in our case simply allowing commitAllowingStateLoss should be good enough. Feel free to take a look at these links 12 for this fix. Also the article explaining various use cases is also a good read. If the user puts the app in background after selecting a picture(either from gallery or clicking from camera) then ideally we should not commit the SingleUploadFragment fragment transaction. Its acceptable for us to allow for state loss rather than crashing the app. issue_#435: Fragment transaction state loss: IllegalStateException error This is a very interesting issue that is frequently occurring in our app. Here's a blog post explaining why this happens.,https://github.com/commons-app/apps-android-commons/pull/479,maskaravivek,0,medium
28,1,a72c382a-dac0-4fc1-bf82-8a06f3d53439,MDExOlB1bGxSZXF1ZXN0MTI0NTQ1NzY2,0.43463611602783203,2018-04-28 13:56:07,2017-06-08 00:35:03,2017-07-28 13:55:20,"Upload fails. Constantly. App does one job and - well, it doesn't do it.","Share file with camera using cache and FileProvider (for API 24) Attempted fix for #457. EDIT: since this PR became rather long, here is a quick summary. API 22 (emulator), API 23 (real device) and API 25 (emulator) have been covered my (manual) tests - taking and sharing a photo, sharing from gallery and EXIF extraction. Anyone willing to do it for API 24 and API 26 preferably on physical devices? issue_#457: Crash when selecting camera This happens 100% of the time when I select the camera in my real device (Samsung Galaxy S7, API 24). Not sure when this crash was introduced, as I haven't tested the camera function for the past 3 months. pull_request_#727: Share file with camera using cache and FileProvider (for API 24) Attempted fix for #457. EDIT: since this PR became rather long, here is a quick summary. API 22 (emulator), API 23 (real device) and API 25 (emulator) have been covered my (manual) tests - taking and sharing a photo, sharing from gallery and EXIF extraction. Anyone willing to do it for API 24 and API 26 preferably on physical devices?",https://github.com/commons-app/apps-android-commons/pull/727,whym,0,medium
29,2,7060b7da-b9fc-4167-b7d0-a38aca109e1c,MDExOlB1bGxSZXF1ZXN0MTI0NTQ1NzY2,0.3721393346786499,2018-01-21 20:17:16,2017-06-08 00:35:03,2017-07-28 13:55:20,When uploading apps it crash everytime so annoying,"Share file with camera using cache and FileProvider (for API 24) Attempted fix for #457. EDIT: since this PR became rather long, here is a quick summary. API 22 (emulator), API 23 (real device) and API 25 (emulator) have been covered my (manual) tests - taking and sharing a photo, sharing from gallery and EXIF extraction. Anyone willing to do it for API 24 and API 26 preferably on physical devices? issue_#457: Crash when selecting camera This happens 100% of the time when I select the camera in my real device (Samsung Galaxy S7, API 24). Not sure when this crash was introduced, as I haven't tested the camera function for the past 3 months. pull_request_#727: Share file with camera using cache and FileProvider (for API 24) Attempted fix for #457. EDIT: since this PR became rather long, here is a quick summary. API 22 (emulator), API 23 (real device) and API 25 (emulator) have been covered my (manual) tests - taking and sharing a photo, sharing from gallery and EXIF extraction. Anyone willing to do it for API 24 and API 26 preferably on physical devices?",https://github.com/commons-app/apps-android-commons/pull/727,whym,0,high
30,1,7060b7da-b9fc-4167-b7d0-a38aca109e1c,MDExOlB1bGxSZXF1ZXN0MTI2MzMwMzUy,0.02217630296945572,2018-01-21 20:17:16,2017-06-19 15:24:04,2017-07-28 13:55:20,When uploading apps it crash everytime so annoying,Prevent instantiation of a class with a builder nan,https://github.com/commons-app/apps-android-commons/pull/744,veyndan,0,medium
31,2,a72c382a-dac0-4fc1-bf82-8a06f3d53439,MDExOlB1bGxSZXF1ZXN0MTI2MzMwMzUy,-0.03299468010663986,2018-04-28 13:56:07,2017-06-19 15:24:04,2017-07-28 13:55:20,"Upload fails. Constantly. App does one job and - well, it doesn't do it.",Prevent instantiation of a class with a builder nan,https://github.com/commons-app/apps-android-commons/pull/744,veyndan,0,medium
32,1,9c72ae50-6af3-49c8-804d-81f97931c607,MDExOlB1bGxSZXF1ZXN0MTI4NDgxNDM3,0.17122310400009155,2018-03-07 05:08:11,2017-07-01 08:18:26,2017-12-04 09:02:18,A great initiative from Wikipedia. Adding more tags would be simplified in different search. Now only one search can add more tags so its within a limited area. But else it's clean and good solid work. WikiMaster and WikiFlip apps will use all the images in quizzes. Keep it up!,Redesign Nearby Places list items Redesign nearby places to:,https://github.com/commons-app/apps-android-commons/pull/756,veyndan,0,medium
33,1,7060b7da-b9fc-4167-b7d0-a38aca109e1c,MDExOlB1bGxSZXF1ZXN0MTI4NTU5Njg4,0.30506396293640137,2018-01-21 20:17:16,2017-07-03 06:13:06,2017-07-28 13:55:20,When uploading apps it crash everytime so annoying,"Fix crashes where R.id.navigation_view wasn't found Closes #758. I had forgotten to migrate all of the old drawer layouts to NavigationView in #752. This resolves that and should stop crashes related to R.id.navigation_view not being found. issue_#758: Gallery pick crash: ""Required view 'navigation_view' (snip) was not found"" In my environment (API 24, emulator), choosing an image from the gallery via the app screen results in a crash. It looks like this didn't happen before #752 ae78930. (pinging @veyndan) pull_request_#752: Make the drawer prettier By using the NavigationView provided by the support library, the look of the drawer conforms to material design (apart from the header still) and significantly reduces the amount of boilerplate code required in providing a navigation drawer. Old: New:",https://github.com/commons-app/apps-android-commons/pull/759,veyndan,0,high
34,2,a72c382a-dac0-4fc1-bf82-8a06f3d53439,MDExOlB1bGxSZXF1ZXN0MTI4NTU5Njg4,0.21861569583415985,2018-04-28 13:56:07,2017-07-03 06:13:06,2017-07-28 13:55:20,"Upload fails. Constantly. App does one job and - well, it doesn't do it.","Fix crashes where R.id.navigation_view wasn't found Closes #758. I had forgotten to migrate all of the old drawer layouts to NavigationView in #752. This resolves that and should stop crashes related to R.id.navigation_view not being found. issue_#758: Gallery pick crash: ""Required view 'navigation_view' (snip) was not found"" In my environment (API 24, emulator), choosing an image from the gallery via the app screen results in a crash. It looks like this didn't happen before #752 ae78930. (pinging @veyndan) pull_request_#752: Make the drawer prettier By using the NavigationView provided by the support library, the look of the drawer conforms to material design (apart from the header still) and significantly reduces the amount of boilerplate code required in providing a navigation drawer. Old: New:",https://github.com/commons-app/apps-android-commons/pull/759,veyndan,0,medium
35,1,a72c382a-dac0-4fc1-bf82-8a06f3d53439,MDExOlB1bGxSZXF1ZXN0MTI5MDgyNTIz,0.17013674974441528,2018-04-28 13:56:07,2017-07-06 00:40:18,2017-07-28 13:55:20,"Upload fails. Constantly. App does one job and - well, it doesn't do it.","Refactoring the API calls In the process of refactoring related to the networking stack, I introduced a class ApacheHttpClientMediaWikiApi and felt the need to at least smoke test a few API calls to make sure that requests and responses are correctly handled. I used the MockWebServer (from OkHttp) to serve up canned responses and assert that requests are well formed at a unit-test level. This was already a transitive dependency from the mapbox library, made explicit in the build.gradle file. My refactor pulls all of the API calls into a single place so that the body of the app depends on a MediaWikiApi interface returning application specific models, with a concrete ApacheHttpClientMediaWikiApi class that hides the implementation. This makes the code more testable (isolating the networking tests to a single class) and makes it easier to use mocks in the rest of the app if you want to unit test just the interactions later. Although the testing isn't yet complete, I wanted to get the code into your hands as (IMO) it forms a solid basis to address your high-priority item #705 (upload tests). This PR doesn't include those tests, but it does aim to set you up for success in this endeavor. :) issue_#705: Implement upload tests As suggested by @tobias47n9e after the 2.4 upload crash fiasco. We probably need lots of other tests too, but these ones should be a higher priority IMO.",https://github.com/commons-app/apps-android-commons/pull/763,psh,0,medium
36,2,7060b7da-b9fc-4167-b7d0-a38aca109e1c,MDExOlB1bGxSZXF1ZXN0MTI5MDgyNTIz,0.09231921285390854,2018-01-21 20:17:16,2017-07-06 00:40:18,2017-07-28 13:55:20,When uploading apps it crash everytime so annoying,"Refactoring the API calls In the process of refactoring related to the networking stack, I introduced a class ApacheHttpClientMediaWikiApi and felt the need to at least smoke test a few API calls to make sure that requests and responses are correctly handled. I used the MockWebServer (from OkHttp) to serve up canned responses and assert that requests are well formed at a unit-test level. This was already a transitive dependency from the mapbox library, made explicit in the build.gradle file. My refactor pulls all of the API calls into a single place so that the body of the app depends on a MediaWikiApi interface returning application specific models, with a concrete ApacheHttpClientMediaWikiApi class that hides the implementation. This makes the code more testable (isolating the networking tests to a single class) and makes it easier to use mocks in the rest of the app if you want to unit test just the interactions later. Although the testing isn't yet complete, I wanted to get the code into your hands as (IMO) it forms a solid basis to address your high-priority item #705 (upload tests). This PR doesn't include those tests, but it does aim to set you up for success in this endeavor. :) issue_#705: Implement upload tests As suggested by @tobias47n9e after the 2.4 upload crash fiasco. We probably need lots of other tests too, but these ones should be a higher priority IMO.",https://github.com/commons-app/apps-android-commons/pull/763,psh,0,medium
37,1,7060b7da-b9fc-4167-b7d0-a38aca109e1c,MDExOlB1bGxSZXF1ZXN0MTI5Njk1NDY2,0.4551573395729065,2018-01-21 20:17:16,2017-07-10 14:37:45,2017-07-28 13:55:20,When uploading apps it crash everytime so annoying,"fix for #733,732 issue fix for: The problem is that onCreate of content resolver are calling before even Apllication onCreate, so that fields may be null which caused crashes issue_#732: java.lang.NullPointerException at ContributionsContentProvider.update 11 reports by 6 impacted users - pretty high priority IMO. By app version 73 4 72 4 71 3 73 4 36.4% 72 4 36.4% 71 3 27.3% By Android version Android 7.1 6 Android 7.0 5 Android 7.1 6 54.5% Android 7.0 5 45.5% By device OnePlus3T (OnePlus3T) 2 (18.2%) Nexus 5X (bullhead) 3 Moto G(4) (athene) 3 Moto G Plus (5th Gen) (potter_n) 2 OnePlus3T (OnePlus3T) 2 Others 1 Nexus 5X (bullhead) 3 27.3% Moto G(4) (athene) 3 27.3% Moto G Plus (5th Gen) (potter_n) 2 18.2% OnePlus3T (OnePlus3T) 2 18.2% Others 1 9.1% issue_#733: java.lang.NullPointerException at ModificationsContentProvider.query 6 reports by 4 impacted users: By app version 71 4 73 2 71 4 73 2 71 4 66.7% 73 2 33.3% By Android version Android 7.1 6 (100%) Android 7.1 6 Android 7.1 6 100.0% By device OnePlus3T (OnePlus3T) 3 Xperia XZ (F8331) 2 Pixel (sailfish) 1 OnePlus3T (OnePlus3T) 3 50.0% Xperia XZ (F8331) 2 33.3% Pixel (sailfish) 1 16.7%",https://github.com/commons-app/apps-android-commons/pull/768,tised,0,high
38,2,a72c382a-dac0-4fc1-bf82-8a06f3d53439,MDExOlB1bGxSZXF1ZXN0MTI5Njk1NDY2,0.31833118200302124,2018-04-28 13:56:07,2017-07-10 14:37:45,2017-07-28 13:55:20,"Upload fails. Constantly. App does one job and - well, it doesn't do it.","fix for #733,732 issue fix for: The problem is that onCreate of content resolver are calling before even Apllication onCreate, so that fields may be null which caused crashes issue_#732: java.lang.NullPointerException at ContributionsContentProvider.update 11 reports by 6 impacted users - pretty high priority IMO. By app version 73 4 72 4 71 3 73 4 36.4% 72 4 36.4% 71 3 27.3% By Android version Android 7.1 6 Android 7.0 5 Android 7.1 6 54.5% Android 7.0 5 45.5% By device OnePlus3T (OnePlus3T) 2 (18.2%) Nexus 5X (bullhead) 3 Moto G(4) (athene) 3 Moto G Plus (5th Gen) (potter_n) 2 OnePlus3T (OnePlus3T) 2 Others 1 Nexus 5X (bullhead) 3 27.3% Moto G(4) (athene) 3 27.3% Moto G Plus (5th Gen) (potter_n) 2 18.2% OnePlus3T (OnePlus3T) 2 18.2% Others 1 9.1% issue_#733: java.lang.NullPointerException at ModificationsContentProvider.query 6 reports by 4 impacted users: By app version 71 4 73 2 71 4 73 2 71 4 66.7% 73 2 33.3% By Android version Android 7.1 6 (100%) Android 7.1 6 Android 7.1 6 100.0% By device OnePlus3T (OnePlus3T) 3 Xperia XZ (F8331) 2 Pixel (sailfish) 1 OnePlus3T (OnePlus3T) 3 50.0% Xperia XZ (F8331) 2 33.3% Pixel (sailfish) 1 16.7%",https://github.com/commons-app/apps-android-commons/pull/768,tised,0,high
39,1,7060b7da-b9fc-4167-b7d0-a38aca109e1c,MDExOlB1bGxSZXF1ZXN0MTIwMzEzNTIx,0.24150535464286804,2018-01-21 20:17:16,2017-05-12 12:35:24,2017-05-15 10:39:15,When uploading apps it crash everytime so annoying,"Show failed value on license-related RuntimeException Just to make it easier to debug issues like #540 pull_request_#540: Remove unused code in settingsFragment Code is no longer required as entires and entryValues are already set in preferences.xml. Want to tidy up SingleUploadFragment in a similar way, although it's not as simple as the Spinner class doesn't take an entryValues attribute. Tested on APIs 15, 19, 23, 25 VMs and API 24 physical device (Samsung S6). Previously was part of #455",https://github.com/commons-app/apps-android-commons/pull/554,whym,0,medium
