index,rank,ur_id,pr_id,similarity_score,create_date,pull_request_date,latest_release_date,user_review,pull_request,url,author,label,relevance
11,2,4d8f10c8-116d-4848-ba3e-33ccac6544c9,MDExOlB1bGxSZXF1ZXN0MTMxMTY3Mzkw,0.21302160620689392,2016-10-08 17:20:06,2017-07-18 19:26:33,,It works but the interface needs some polish,"Enhance behaviour of Media detail enhance This PR build up on #777 . The layout of the Fragment suggested that the License should be clickable and open a URL containing the license. For consistency, it made sense to add the same behaviour to the coordinates. pull_request_#777: Fix issues in Media Detail screen I was initially just going to fix i18n-related issues in MediaDetailFragment, but it had some important bugs that I felt had to be fixed. I hope these are not too many changes for a single PR, as they are all focused on the same screen:",https://github.com/commons-app/apps-android-commons/pull/796,akaita,0,high
12,1,4d950ff7-f55e-4ad3-8b53-a331736bbde5,MDExOlB1bGxSZXF1ZXN0MTc4MjI4Mjcz,0.5473459959030151,2017-12-03 13:03:16,2018-03-29 05:08:48,,I dont know but it fails to upload all my pictures.,fixed crash while uploadiing certain images [Description] Fixes #1323Made changes according to the comment: #1323 (comment) issue_#1323: App crashing while uploading certain pictures. [Summary:] I tried to upload one picture the app crashed. But it's not happening with every picture that I try to upload. Happens with picture located in content://com.android.providers.downloads.documents/document/ [Steps to reproduce:] Open app and click on upload picture and try to upload picture(Does not happen with every picture). [Expected behavior:] It should not crash. [Observed behavior:] It crashed.,https://github.com/commons-app/apps-android-commons/pull/1388,Mansi449,0,high
13,2,4d950ff7-f55e-4ad3-8b53-a331736bbde5,MDExOlB1bGxSZXF1ZXN0MjIxNDk1NDE2,0.4941664934158325,2017-12-03 13:03:16,2018-10-09 15:56:37,,I dont know but it fails to upload all my pictures.,"Bugfix/upload via share [Description] As the app was unable to validate the MIME type of the image shared via intent or from any source, the api to upload image used to fail because the backend was smart enough to validate the same Fixes #{GitHub issue number and title}{Describe the changes made and why they were made.} Added a java library to validate the image MIME type and accordingly append the image extension. issue_#1878: Sometimes uploads fails or queued, then don't upload. [Summary:] Our friend John Lubbock says, ""I wonder if you know why when I upload photos on the Commons app, sometimes they say 'Failed' or 'queued', and don't upload?"".",https://github.com/commons-app/apps-android-commons/pull/1920,ashishkumar468,0,high
14,3,4d950ff7-f55e-4ad3-8b53-a331736bbde5,MDExOlB1bGxSZXF1ZXN0MjI3MDQxNTUx,0.41982147097587585,2017-12-03 13:03:16,2018-10-30 18:52:22,,I dont know but it fails to upload all my pictures.,"Fix for #1959 - Crash on notification and fails on image upload [Description] Error while uploading images is already fixed and is yet to be available on F-droid as discussed in the comments.Crash after clicking 'Notification' in Android 5.0 happened because of this exception:java.util.regex.PatternSyntaxException: Unrecognized backslash escape sequence in pattern near index 4: (^\h*)|(\h*$) (Full stack trace is in the defect's comments)Apparently '\s' is the suggested character sequence for white space. '\h' is not getting recognized by Pattern class of Android 5 and 6 issue_#1959: Crash on notification and fails on image upload [Summary:] The app crash when ever I click on the Notification feature and I was unable to upload image, showing ""Failed"" most time I tried [Steps to reproduce:] Quite easy. Login and click on the ""Notification"" it crashes Also, the second issues is quite simple as I only tried to upload image.",https://github.com/commons-app/apps-android-commons/pull/1964,konohakesh,0,medium
15,1,51f3def6-de5c-4a16-97b1-37f58684dd6b,MDExOlB1bGxSZXF1ZXN0MTA5MTI4ODg1,0.40445226430892944,2016-10-26 04:06:15,2017-03-05 00:12:12,,"Images upload fine, but I can't (find a way to) affect the copyright permissions or the location of an image - it seems hardwired to locate it where I am when I upload it & to the generic copyright. So I end up uploading with the app, and then editing the image on a browser to sort out the details. Shame.",Fixes #323: Provide explicit selection of licenses when uploading image As per the discussion in the thread for this issue I have added an option to select the license before uploading the image. Have made another pull request #382 which adds the new CC 4.0 license options. Have implemented using the option 2 suggested by @misaochan. Attached screenshots. The license summary updates on changing the license and is saved as the default preference for the user. pull_request_#382: Fixes #144: Add CC 4.0 to license options Have added the two new license options to fix #144. Please suggest changes as required. Attached screenshot,https://github.com/commons-app/apps-android-commons/pull/383,maskaravivek,0,high
16,1,7060b7da-b9fc-4167-b7d0-a38aca109e1c,MDExOlB1bGxSZXF1ZXN0MTc4MjI4Mjcz,0.6812551021575928,2018-01-21 20:17:16,2018-03-29 05:08:48,,When uploading apps it crash everytime so annoying,fixed crash while uploadiing certain images [Description] Fixes #1323Made changes according to the comment: #1323 (comment) issue_#1323: App crashing while uploading certain pictures. [Summary:] I tried to upload one picture the app crashed. But it's not happening with every picture that I try to upload. Happens with picture located in content://com.android.providers.downloads.documents/document/ [Steps to reproduce:] Open app and click on upload picture and try to upload picture(Does not happen with every picture). [Expected behavior:] It should not crash. [Observed behavior:] It crashed.,https://github.com/commons-app/apps-android-commons/pull/1388,Mansi449,0,high
17,2,7060b7da-b9fc-4167-b7d0-a38aca109e1c,MDExOlB1bGxSZXF1ZXN0MjQ2MDQyNjk4,0.6811826229095459,2018-01-21 20:17:16,2019-01-19 11:48:07,,When uploading apps it crash everytime so annoying,Fix #2312: Prevent crash when internet connection is not available [Description] Fixes #2312 Handled cases when the app crashes due to unavailability of internet connection during upload and media download. issue_#2312: App crashes when trying to upload or download media without internet connectivity [Summary:] App crashes after Step 1 of upload if internet is not connected. It also crashes when trying to download from media details fragment. [Steps to reproduce:],https://github.com/commons-app/apps-android-commons/pull/2320,ShridharGoel,0,high
18,4,7060b7da-b9fc-4167-b7d0-a38aca109e1c,MDExOlB1bGxSZXF1ZXN0MTk1NTM4MzEy,0.5580202341079712,2018-01-21 20:17:16,2018-06-18 14:11:03,,When uploading apps it crash everytime so annoying,Fix crash while uploading image with whitespace title [Description] Fixes #1635Trimmed the title before checking. issue_#1635: Handle case where user uploads image with empty title (whitespace) [Summary:] Try uploading an image with an empty title(only spaces) and description. App crashes on clicking next. [Expected behavior:] App should gracefully handle empty values. [Observed behavior:] App crashes!,https://github.com/commons-app/apps-android-commons/pull/1636,maskaravivek,0,medium
20,1,729c842b-99e1-4201-88df-2e280219e8fb,MDExOlB1bGxSZXF1ZXN0ODM3MzQ4NTc=,0.440967321395874,2016-08-02 21:44:31,2016-09-02 01:58:18,,The handy app for photographers who wants to contribute to wikimedia ptojects. I use this when I visit nearby for uploading photo to commons instantly.,Add list of nearby places without photos Implement #73 issue_#73: Map (or list) of nearby places without photos Including a list of nearby places (wiki articles) which lack photographs can inspire users to upload needed images. In addition it can list pages without high quality images. This feature could be viewed as a photo scavenger hunt.,https://github.com/commons-app/apps-android-commons/pull/244,misaochan,0,high
21,1,8d7bb923-08a2-43b4-b75c-c6318e6f56d3,MDExOlB1bGxSZXF1ZXN0MTU4NzQ3NDY2,0.4333832859992981,2017-01-04 05:28:05,2017-12-16 15:01:52,,The app is now more stable and faster. Upload works well and choosing categories is easy. Searching for nearby missing images is a lot of fun.,"Direct nearby uploads I didn't feel comfortable enough to solve git issues on older branch (direct-nearby-uploads), then I decided to create a new branch, since the branch was already empty. Additionally resolved conflicts by new commits to our master. So, closing other branch. Still working on it, but I think it is time to get feedbacks and change things accordingly. Known issues: I am waiting your feedbacks for rest And here are screenshots @maskaravivek , thanks for the remind:)",https://github.com/commons-app/apps-android-commons/pull/1018,neslihanturan,0,high
22,2,8d7bb923-08a2-43b4-b75c-c6318e6f56d3,MDExOlB1bGxSZXF1ZXN0MTIwMzQxOTM5,0.425639808177948,2017-01-04 05:28:05,2017-05-12 14:57:46,,The app is now more stable and faster. Upload works well and choosing categories is easy. Searching for nearby missing images is a lot of fun.,"Nearby map Displays nearby places on map, #334 is solved. issue_#334: Add map of Nearby places needing photos (currently only have list) Some people would prefer using a map to a list, as @VojtechDostal and John Lubbock (Wikimedia UK) have suggested. A map would be easier to gamify in the future (a la Pokemon Go) if we wanted to as well. Potential task for Vienna Hackathon 2017.",https://github.com/commons-app/apps-android-commons/pull/558,neslihanturan,0,high
23,3,8d7bb923-08a2-43b4-b75c-c6318e6f56d3,MDExOlB1bGxSZXF1ZXN0MTE1NzY3MDA1,0.408488392829895,2017-01-04 05:28:05,2017-04-13 14:18:29,,The app is now more stable and faster. Upload works well and choosing categories is easy. Searching for nearby missing images is a lot of fun.,"Switch Nearby to Wikidata Query Fixes #289 partially - not a full migration but a first step. Wikidata-based results seem to be less accurate - it sometimes suggests articles with images on Wikipedia pages (but without an image on Wikidata). I think further filtering is necessary. This may fix #485 too. (It works for me, but please test.) issue_#289: Switch to Wikidata in addition instead of wiki-needs-pictures I started to wonder whether we should use Wikidata instead of wiki-needs-pictures. Advantages of Wikidata: Advantages of wiki-needs-pictures: All of the API requests we need (and more) can be found in the new WikiShootMe: https://tools.wmflabs.org/wikishootme/ When this WDFIST issue is fixed, I think we should also link to WDFIST like WikiShootMe does. For Wikidata items that do not have an image, it proposes some found on the Wikipedia articles linked to this item. Extremely useful before deciding whether walking that 2 kilometers detour is really worth it. issue_#485: Pre-release Nearby does not detect location The pre-release version of Nearby (current master branch) loads the CSV, but does not detect your location when used in a freshly-installed app. Tested on an API 24 real device (Samsung Galaxy S7). The released version works fine (tested on the same night). Might have something to do with location permissions not being asked? Not sure, will have to test further. @maskaravivek , what do you think could have broken it?",https://github.com/commons-app/apps-android-commons/pull/497,whym,0,medium
24,4,8d7bb923-08a2-43b4-b75c-c6318e6f56d3,MDExOlB1bGxSZXF1ZXN0MTQ2NjM0NDU0,0.45931461453437805,2017-01-04 05:28:05,2017-10-15 04:56:43,,The app is now more stable and faster. Upload works well and choosing categories is easy. Searching for nearby missing images is a lot of fun.,"Fixed issue where GPS data was not getting sent when uploading multiple images This should take care of #896. I have tested it on my end by making a couple of uploads. Would request someone else to test the changes as well and also review the changes made. issue_#896: GPS info isn't transferred from exif to description when a group of pictures is being uploaded This picture https://commons.wikimedia.org/wiki/File:United_States_Custom_House_(Baltimore,_Maryland)_-_24.jpg And others like it that I uploaded with the mobile app don't have the GPS data that is in the exif data included in the description.",https://github.com/commons-app/apps-android-commons/pull/915,Bluesir9,0,medium
25,1,9b2d2749-09b4-4640-ba2e-5850ddbdd4e8,MDExOlB1bGxSZXF1ZXN0MTMzMzQwNDM1,0.46086156368255615,2016-11-05 19:07:37,2017-07-31 21:23:39,,I need to use another name instead of my username.,"Adding username to Drawer This addresses issue #719. Please let me know if I am doing something horribly wrong. issue_#719: There's no way to tell what account I'm logged in with After downloading the app I tried logging in with my normal account (""Jon Harald Søby""), but presumably because of the 2FA problems, I wasn't able to. So I logged in with an alternate account I have (""Jhsoby""), which worked – but once I was logged in, there was no way of telling which user account I was actually logged in with. I would suggest solving this by appending the user's username to the ""Logout"" button (which would then need to be able to wrap to two or more lines as needed to accomodate long usernames), but there are probably other and/or better ways to solve it too.",https://github.com/commons-app/apps-android-commons/pull/826,Nethermane,0,high
26,1,a72c382a-dac0-4fc1-bf82-8a06f3d53439,MDExOlB1bGxSZXF1ZXN0MjQxNzc5OTMy,0.6056122779846191,2018-04-28 13:56:07,2019-01-02 15:51:12,,"Upload fails. Constantly. App does one job and - well, it doesn't do it.","Handle null URI while uploading picture [Description] Fixes #2033 What changes did you make and why? Have started handling null URI from the received intent. It should fix the issue @misaochan was facing. There can be other reasons for app getting stuck at this step. We can keep an eye on the reports and fix those issues as well. issue_#2033: App stuck at ""receiving shared content"" [Summary:] Occasionally, after selecting an image to upload in 2.9-release, I get stuck at the ""Receiving shared content"" page. I can't find any pattern to when it happens (probably 1 in 10 uploads), and retrying with the same image usually works.",https://github.com/commons-app/apps-android-commons/pull/2262,maskaravivek,0,high
27,2,a72c382a-dac0-4fc1-bf82-8a06f3d53439,MDExOlB1bGxSZXF1ZXN0MjIxNDk1NDE2,0.5982204675674438,2018-04-28 13:56:07,2018-10-09 15:56:37,,"Upload fails. Constantly. App does one job and - well, it doesn't do it.","Bugfix/upload via share [Description] As the app was unable to validate the MIME type of the image shared via intent or from any source, the api to upload image used to fail because the backend was smart enough to validate the same Fixes #{GitHub issue number and title}{Describe the changes made and why they were made.} Added a java library to validate the image MIME type and accordingly append the image extension. issue_#1878: Sometimes uploads fails or queued, then don't upload. [Summary:] Our friend John Lubbock says, ""I wonder if you know why when I upload photos on the Commons app, sometimes they say 'Failed' or 'queued', and don't upload?"".",https://github.com/commons-app/apps-android-commons/pull/1920,ashishkumar468,0,high
28,3,a72c382a-dac0-4fc1-bf82-8a06f3d53439,MDExOlB1bGxSZXF1ZXN0MjQ2MDQyNjk4,0.6042747497558594,2018-04-28 13:56:07,2019-01-19 11:48:07,,"Upload fails. Constantly. App does one job and - well, it doesn't do it.",Fix #2312: Prevent crash when internet connection is not available [Description] Fixes #2312 Handled cases when the app crashes due to unavailability of internet connection during upload and media download. issue_#2312: App crashes when trying to upload or download media without internet connectivity [Summary:] App crashes after Step 1 of upload if internet is not connected. It also crashes when trying to download from media details fragment. [Steps to reproduce:],https://github.com/commons-app/apps-android-commons/pull/2320,ShridharGoel,0,medium
29,1,af17251d-3d1d-442b-82db-b6f7d35aaf90,MDExOlB1bGxSZXF1ZXN0MTc0NjgzODYw,0.36632606387138367,2017-03-21 19:36:19,2018-03-13 14:48:33,,"Doesn't do anything. Doesn't allow any editing, cropping of images, moves, navigation, etc. It's just a basic image viewer.",Zoom [Description] Fixes #1044Added the functionality to pinch zoom in upload activity. issue_#1044: Revamp the Upload screen As stated in #1037: It's quite odd to show the image being uploaded in the background. It seems to be cluttering up with the text in the screen (the text Wikimedia Commons policies is barely visible). It would be better to show a small preview of the image and let the users see it fully if they want to.,https://github.com/commons-app/apps-android-commons/pull/1300,tanvidadu,0,medium
30,1,b1635779-23a4-4ad5-adea-4e65f042fd71,MDExOlB1bGxSZXF1ZXN0ODA5MDU0NjM=,0.4688892960548401,2016-07-28 17:07:32,2016-08-11 05:26:00,,Couldn't create an account due to your IP address is in a range which has been blocked on all wikis. Pleased to say I was able to create my account today. Will check out the app and adjust star rating accordingly.,"Account creation from within app (web view) Fixes #48 . This works appropriately (redirects user to login screen) after creation of the first account. If the user tries to create a 2nd account, the redirection doesn't work (the user isn't redirected, although they can manually return by back button). Reinstalling the app resolves this. Given that a user is expected to only create an account once, I think this is a minor bug so we can release this for the time being while I try to figure out the reason. issue_#48: Allow account creation from within the app Non-Wikimedians who witness an important event may become aware of the app and install it in a hurry to upload their pictures. But anonymous upload is not allowed by Commons (""You must be logged in to upload file""). In such case, better make whatever we can to make account registration as fast and straightforward as possible. Embedding that within the app would be the best. For reference, the web site registration form looks like this:",https://github.com/commons-app/apps-android-commons/pull/225,misaochan,0,high
31,2,b1635779-23a4-4ad5-adea-4e65f042fd71,MDExOlB1bGxSZXF1ZXN0ODEyMDkzNDc=,0.46715936064720154,2016-07-28 17:07:32,2016-08-13 07:04:48,,Couldn't create an account due to your IP address is in a range which has been blocked on all wikis. Pleased to say I was able to create my account today. Will check out the app and adjust star rating accordingly.,"Fix bugs associated with new signup feature Fix #48 issue_#48: Allow account creation from within the app Non-Wikimedians who witness an important event may become aware of the app and install it in a hurry to upload their pictures. But anonymous upload is not allowed by Commons (""You must be logged in to upload file""). In such case, better make whatever we can to make account registration as fast and straightforward as possible. Embedding that within the app would be the best. For reference, the web site registration form looks like this:",https://github.com/commons-app/apps-android-commons/pull/227,misaochan,0,high
32,1,b6f89f4e-da9f-4ab6-a148-f0e89372ef6f,MDExOlB1bGxSZXF1ZXN0MTc2ODIwMTU1,0.49361249804496765,2017-06-12 17:46:42,2018-03-22 15:39:26,,"Undoubtedly, Wikimedia Commons Android is a great app. It would have been better if there was a resume option when the data connection fails or stops as a result of poor network. Once the internet connection is lost, It has to be uploaded again. It is time consuming and also data. Please fix it. Thank you.","Fix nearby connection detection [Description] Fixes one of the issues from #1329When user is offline app used to crashed. Currently a Broadcast Receiver listens connectivity, refresh map view when connection established, informs user when user is offline. issue_#1329: Current issues with direct Nearby uploads [Summary:] I thought we should probably keep a list of issues we are experiencing with the directNearbyUploadsNew feature branch, so we don't miss anything out before releasing to production. Please feel free to edit this post to add issues or detail for issues. [Steps to reproduce:] Build from 2.7.x-release and test the Nearby feature",https://github.com/commons-app/apps-android-commons/pull/1353,neslihanturan,0,medium
33,2,b6f89f4e-da9f-4ab6-a148-f0e89372ef6f,MDExOlB1bGxSZXF1ZXN0MTg3MTYzNzc2,0.4682213068008423,2017-06-12 17:46:42,2018-05-10 11:05:04,,"Undoubtedly, Wikimedia Commons Android is a great app. It would have been better if there was a resume option when the data connection fails or stops as a result of poor network. Once the internet connection is lost, It has to be uploaded again. It is time consuming and also data. Please fix it. Thank you.","Bug fix #1504 [Description] Fixes #{#1504}{Subscribed to onError method in NearByActivity to handle exceptions at the source} issue_#1504: App crashes when opening *Nearby* in a particular scenario [Summary:] Nearby crashes when the phone is connected to a network that is disconnected from the ISP's network. To be more detailed, I use a Wi-Fi enabled data modem with the ability to disconnect the data service. So, when I disconnect the data service and connect the phone to the Wi-Fi network (which isn't connected to the ISP's network) and visit Nearby, the app crashes. [Steps to reproduce:] [Expected behavior:] Warn about the inability to connect to the network. [Observed behavior:] The app crashes.",https://github.com/commons-app/apps-android-commons/pull/1506,ashishkumar468,0,medium
34,1,bdb96ce4-f0eb-42e9-a49a-e54ecea48a03,MDExOlB1bGxSZXF1ZXN0OTAzMjQ4ODY=,0.3515392243862152,2016-10-06 02:25:22,2016-10-21 05:29:38,,Specially the search feature should be available and easy to use.,"Suggest categories from entered filename Implement #43 issue_#43: Suggest categories based on entered filename Would it be smart to perform a category search on the file name (that the user just entered) and show a few matching categories (if any) below the nearby categories? Often people take care to write very descriptive names, so we could guess and potentially avoid the user a lot of typing.",https://github.com/commons-app/apps-android-commons/pull/303,misaochan,0,medium
35,1,c9ca3026-59e9-4770-bb6a-12be73503d50,MDExOlB1bGxSZXF1ZXN0ODEzOTY4MTE=,0.4904446303844452,2016-08-13 16:58:10,2016-08-16 00:11:57,,"The app has issues with filenames. It does not ask for a file name. It does not use the file name stored on device. Instead use the title of input form for file name. I discovered the bug when I uploaded several images of Milan. The files uploaded without any errors. When I visited commons with a browser I recognised (I) the app has replaced Milan.png several times. The app should show the file name and alert, suggest rename when overwriting an existing file.","Fix extension replacement, add related tests Makes sure findUniqueFilename receives filenames with an extension. More robust extension replacement rules. (for #228) issue_#228: Overwrite happens Apparently this file was first uploaded, then 17 minutes later overwritten with what seems to be the same file: https://commons.wikimedia.org/wiki/File:King_Long_bus_on_line_1034.jpeg#filehistory Even if the second upload was a human error, I believe overwrite should not happen?",https://github.com/commons-app/apps-android-commons/pull/232,whym,0,high
36,2,c9ca3026-59e9-4770-bb6a-12be73503d50,MDExOlB1bGxSZXF1ZXN0ODEzMDg0ODA=,0.46820250153541565,2016-08-13 16:58:10,2016-08-15 13:00:37,,"The app has issues with filenames. It does not ask for a file name. It does not use the file name stored on device. Instead use the title of input form for file name. I discovered the bug when I uploaded several images of Milan. The files uploaded without any errors. When I visited commons with a browser I recognised (I) the app has replaced Milan.png several times. The app should show the file name and alert, suggest rename when overwriting an existing file.","Safeguard findUniqueFilename from race conditions This might partially, but not fully, solve Issue #228 (accidental overwriting). issue_#228: Overwrite happens Apparently this file was first uploaded, then 17 minutes later overwritten with what seems to be the same file: https://commons.wikimedia.org/wiki/File:King_Long_bus_on_line_1034.jpeg#filehistory Even if the second upload was a human error, I believe overwrite should not happen?",https://github.com/commons-app/apps-android-commons/pull/231,whym,0,high
