id,repository_id,content,created_at,review_version,label,diff_times
10876925-67d1-4efd-bf6b-f43d86d7238f,2,"Much worse after UI update. When I tap an image, it's zoomed in too far and I can't find a way to zoom out to view it normally. Videos don't work at all anymore. Attempting downloads causes the app to crash.",2019-07-28 22:13:02,2.10.2,0,
6bbb4256-2d9b-4b9b-9296-0704f82a0218,2,I'm unable to log in. Ive now had to reset my password and I'm still unable to log in.,2019-08-18 17:59:06,2.11.0,0,
18e61752-c256-47b7-885a-98e7e8073ba1,2,Login fails every time since the latest update. The previous version worked ok but the repeated use of the notification noise when uploading was very annoying.,2019-08-29 04:21:11,2.11.0,0,
ff57af75-2808-4ce7-b479-82ffdf464201,2,"Being able to upload photos to Wikimedia Commmons from my phone makes all the difference. I take most of my photos with my cellphone's camera and, somewhat embarrassingly, the extra step of transferring them to my computer has been a hurdle in uploading. A rapidly improving app with a hard-working development team.",2019-09-05 15:39:48,2.11.0,0,
9a1ad918-9e15-47e6-8aca-0e680152c5ac,2,Does the job,2019-10-01 20:27:30,2.11.0,0,
c785ea10-eb48-444b-8d6e-a9d3f2a25ddf,2,Good,2019-10-08 12:26:33,2.11.0,0,
699c0d4e-6e23-4ae0-be10-3997225bb67a,2,I love to be a part of this wiki initiative. This is an excellent one. Trust worthy too,2019-11-01 14:56:17,2.11.0,0,
7dc1ed9b-6d2f-4c5c-be44-24e503e3fb4b,2,BingMedia,2019-11-10 20:39:34,2.11.0,0,
d92f905b-fec2-4d9a-bf39-02a9cf05ab4c,2,"This app is just awful. It can't zoom images, can't play videoes. Videos are shown as images! Even watching the file info is not an easy task for this app. Please fix the problems and update the app as soon as possible. & please make the app user friendly like the web version of the wikimedia commons website.",2019-11-27 20:13:53,2.11.0,0,
d8565930-5567-440f-9958-8ea7a46abf37,2,Razanur Jugno Mushlim AIMIM,2019-12-21 21:52:54,2.11.0,0,
e83739d0-468b-4487-9990-c0be52e6832a,2,"Wikimedia app to use media's photo, pic upload for files but I didn't more use.",2019-12-23 19:04:17,2.11.0,0,
7aafa301-fdeb-4e19-8c71-b45d485b5829,2,Educational,2019-12-31 11:27:54,2.11.0,0,
351db30a-a883-44a1-8955-94f712468407,2,I am just going to be using for the 2nd time tonight and will get back to you on what I think about it 😊,2020-01-09 15:57:22,2.11.0,0,
e4edcb56-c427-45a9-b74d-3adfbf08376c,2,Walang paki nabang ang app na to,2020-02-07 08:42:50,2.12.3,0,
9a2ac1de-1369-4e2d-a696-889890902a78,2,"To the comrades and conquerers, I give you peace.",2020-02-15 13:19:00,2.12.3,0,
0d45cbb9-9321-4cc2-8501-8424590a2475,2,"I really like the idea and want to use the app, but it is unfortunately very unstable. In the past I had issues with uploading and losing data (so I had to fill again), nowadays I can't click ""nearby"" without the app crashing. If you can use it, I recommend it, but test a while before spending too much time filling data, just in case.",2020-02-27 04:25:32,2.12.3,0,
590afc9c-6c26-4fa3-9525-22079646351f,2,My personal dictionary 🔥🔥,2020-02-27 09:53:33,2.12.3,0,
762275ab-e052-41f7-86c1-6f12866572de,2,"I can't to see my archivements(eternal load), ""review a image"" not show the information need to review, ""explore"" show images cut. Each image show a button to nominate to deletion . this application try to do severals things however anything right. Very buggy, limited, it feel like beta, I can't tu see any improve in comparison with the web version, my recommendation is try developer well the functionality of upload a picture using the map and forget all the functions that are not working well.",2020-02-29 21:40:56,2.12.3,0,
5f08a8ba-c27f-47b8-9d55-f651c646b783,2,"Keep advices, Assist support me",2020-03-02 01:05:04,2.11.0,0,
5a505256-0f0f-4079-991b-1d52b96861cb,2,Limited functionality. I personally prefer using mobile browser than this app for uploading.,2020-04-13 03:44:40,2.8.4,0,
edc0bed1-935b-481c-80fe-fc2ba49f544c,2,This app is very good for me.,2020-05-17 15:13:05,2.12.3,0,
9db38401-15f5-4eda-bf23-b35c7b44fe11,2,Very good app,2020-06-10 06:52:07,2.11.0,0,
6112f9da-dd49-42a2-9005-de622f19dcd5,2,Intelligent app,2020-06-21 09:23:29,2.12.3,0,
d410a9ce-df5f-45d2-beb3-840728d819b8,2,I love it.,2020-06-22 14:58:20,2.12.3,0,
bc081506-0cfd-452f-b0ed-e2bf7e0a72c6,2,"I request Wikimedia to enable uploading of video in this app. Also, I request you to add a feature which automatically converts video of other formats to Wikimedia commons supported video formats",2020-07-03 22:31:20,2.12.3,0,
17f2140d-71d0-4dff-8159-7470d9769131,2,Hello World 😊,2020-07-03 23:00:03,2.12.3,0,
4c6f0e8d-cd6a-4a89-8c6e-5a1ce3059964,2,Very good app to upload and view photographs,2020-08-09 23:33:19,2.12.3,0,
4b5dc0cf-7514-445b-a859-d5198233e863,2,نرم افزار عالی و بسیار مفید برای برگزاری تصاویر هست,2020-09-23 02:13:03,2.12.3,0,
ce6a5b2b-f184-4198-8210-be2485ea238f,2,"Hello, thanks for the good app. It worked perfectly well on my android phone. But I have changed my phone to iPhone and can’t get the version for iPhone. When are you guy designing iPhone version of the software? Thank you.",2020-11-30 18:07:36,2.12.3,0,
a9da3bbf-8c53-4127-89cd-eb40da098c7f,2,I like it,2020-12-25 09:09:31,2.13.2,0,
ca94fff6-913d-45ec-9b5c-8f1cdffa73b3,2,We must work together we must build our nation,2020-12-28 00:19:50,2.13.2,0,
438f8b24-0408-47e3-855b-9d38be18ec34,2,"I really love Wikimedia Commons, but when it comes to ""exploring"" for a while, a lot of troubles will start showing up.",2021-01-06 18:03:37,2.13.2,0,
5d39c8eb-a990-49da-aa65-0b3d7237bb15,2,Connected,2021-01-11 19:57:56,2.13.2,0,
1f4ea603-c3c4-44c5-81da-d405fd4c10db,2,Tai lieu stocks dang bi viet nam an cap,2021-01-23 21:20:22,2.13.2,0,
691fcce3-864c-473b-9cfb-ece8c6fdf26a,2,"I've enjoyed using this app to contribute so far. It does have some stability issues when trying to find and navigate to locations on a poor signal, I'd like to ideally be able to cache an area ahead of time, save one or more photos for each of the locations locally, then have an option to upload later (when I'm back on wifi).",2021-02-14 08:33:46,2.13.2,0,
cfe82a02-c5b8-4304-9b73-1f8ccc6bec2a,2,Fantastic Application.,2021-03-30 23:27:31,2.13.2,0,
0683b551-0b9e-4edf-ac25-c470f7eb3889,2,For interesting life,2021-04-28 01:42:34,2.13.2,0,
c66e6b0a-0c98-4b1b-b038-afc641a6e6b0,2,Just great,2021-05-04 17:05:45,2.13.2,0,
7144e6ef-6691-4166-a171-834b5aa91584,2,"Peer review system needs working upon 1st - image cannot be selected or zoomed in on. 2nd caption text obscures image making it difficult to identify any identifying features. 3rd - introduce reverse image search in the app, so images can be properly identified for copyright violations.",2021-05-20 12:29:38,2.13.2,0,
0fa7b4e5-2d2c-42f2-bf09-f514f7959298,2,Gesty,2021-06-02 17:25:35,2.13.2,0,
26c92a96-9a38-4d2c-928f-318af62b11f7,2,"When making account, it doesn't mention first that these usernames are taken (which I put in the box). Then I fill all the boxes when submit then it says that the username is in use. Then it says fill all the boxes. I had to repeat all the process 5 times and couldn't make an account. Now I am deleting this app.",2021-06-07 00:35:08,2.13.2,0,
9c0b5bcb-6670-4c6f-970c-8a9ab9537b25,2,Very nice 👍 and very easy to add images in Wikipedia . Fantastic ☺️ Congratulations 🎉 Wikimedia Foundation,2021-07-28 13:00:30,3.0.3,0,
d45b89e7-d8eb-4b4f-872e-1cd2a1748499,2,Beautiful ❤️,2021-07-30 01:21:48,3.0.3,0,
297b3ac1-682d-4d91-8a55-7b5704dc5859,2,Thank you!,2021-08-07 12:27:34,3.0.3,0,
733a2a33-b7fe-49d9-8be1-1b832632901f,2,"It's the second, expert of Wikipedia, Wikimedia Foundation App available on my device. You can see the description to any file.",2021-08-09 01:47:38,3.0.3,0,
656deafd-d331-403f-97b5-e3a21022964d,2,Awesomeness a real community arena!?wow!,2021-08-14 13:24:01,3.0.3,0,
586a8092-25cd-431d-b575-478145c3b41b,2,The app is fantastic for finding many great pieces of art. Bug: the author section shows the span tags Feature request: ability to select text so that it can be searched Feature request: bulk select and download media images following a search,2021-08-17 04:22:19,3.0.3,0,
91d4cd69-c684-4ac9-8658-7d6856c023fe,2,Nice app👍.We can contribute to Wikipedia by uploading pictures through this app easily. Those pictures will be useful for millions of people. I think this is great service by help in providing free knowledge.,2021-11-06 22:55:43,3.1.1,0,
b1df2b02-9f5c-48bc-97f1-128e4d1250d0,2,Nice,2021-12-10 12:30:28,3.1.1,0,
826a811a-b0f6-4021-9be6-c914f5413524,2,Join wikimedia and let your phone photos become useful to the world!,2021-12-18 09:57:42,3.1.1,0,
3bd760f5-9cbe-4eaf-b469-5232e8a40d4b,2,"Pretty much has been put in developing the App. The UI/UX is okay however, the performance of the App is where I find amusing. I was able to upload few images at first time of trying. Weeks down the line I can't upload images anymore. I had to use the web version to upload my images.",2021-12-31 03:43:52,3.1.1,0,
8bc033aa-7284-4689-853b-1b10c4d746e1,2,Cannot log in due to some error of IP address error?,2022-01-06 13:29:36,3.1.1,0,
3c2f0fd8-cc1a-4fc8-a271-45fbedbda04f,2,"I loaded hundreds of pic with this but it became unreliable some years ago. It's fixed and better than ever. It makes a good choice of creating file titles, descriptions and categories and it's wikidata aware. much More than I expected. I like that it remembers your recent choices and saves a lot of retyping. .... Six stars when you can choose existing pics on wiki commons to add to a location so that you can add missing pics to wikidata monuments and buildings.",2022-01-16 22:59:47,3.1.1,0,
0e832c67-0de9-4e57-9712-c47737da4069,2,Good,2022-01-21 13:47:28,3.1.1,0,
3c6e28c4-6e03-41d0-9182-69ab2c316854,2,"The picture upload fails in 20 percent of cases :(. I write down description , assign to a category , create picture title and all for nothing :(",2022-01-22 07:10:09,3.1.1,0,
19b13d54-5b35-40e8-bf0d-c72389cb67dd,2,When are going to fix all the problems??? Worst App. Time killing.,2022-02-08 04:13:36,3.1.1,0,
25024053-a38b-4d85-8022-07f4cc10ad15,2,Good,2022-03-01 00:05:58,3.1.1,0,
bc8ba381-2741-4c58-86cb-e1530150cb3f,2,Easy to upload,2022-03-03 06:33:03,3.1.1,0,
b58e8a8b-0455-416f-a3b4-811dfa7acc14,2,It works like i expected,2022-03-05 06:24:39,3.1.1,0,
64777dec-b5bf-4722-a603-971f19658a54,2,"I really need some help with this. Is there a way to access your app favorites from your website account that you access via your laptop. In other words, I've used the app to favorite a whole heap of pictures. How do I access those favorites from my laptop? Is there a way? I've spent a good couple of hours trying to find an answer online. Other than that, really enjoying the app!!!",2022-04-05 15:16:57,3.1.1,0,
5f5a3da1-f7dd-4429-97d0-b53e19516d02,2,Worst app.,2022-04-24 21:47:06,3.1.1,0,
019991af-229e-4dd3-9c9a-eb4375eaf9e3,2,I am the owner of this search engine ans it's a compliment to Wikipedia thanks so much Regina Young,2022-05-24 15:30:14,3.1.1,0,
b5305946-13d8-47bf-934e-64f7b9a83451,2,Works wonderfully! (Original review was complaining about missing attribution of OpenStreetMap data - it is now fixed),2022-07-14 03:18:57,3.1.1,0,
dae75328-bfc4-41b6-923a-bed4300fb9f2,2,"Very cool idea. Useful for people who like to upload photos to Wikimedia Commons and be helpful to the project. Small bugs: Upload always fails the first time, ""Tap to view"" in push notifications doesn't work (no response). Can't edit Depictions or remove a Category after submitting?",2022-07-31 00:11:32,3.1.1,0,
8a9380ec-7969-4d81-80bb-856b9529ccf0,2,"I would love to contribute with Wikimedia Commons but this app is unusable: interface is confusing, does not support HEIF, fails to upload pictures without saying the reason, nonsense category and classification suggestions... I have no idea what to do with the map points...",2022-10-29 03:16:19,4.0.5,0,
d42d363d-f00f-4f43-a800-bd70fab1adde,2,Good 💯😊😊,2022-11-05 02:50:54,4.0.5,0,
c4a1de63-4957-450c-b475-f282d9fdcab9,2,Good app easy to use fast transfer,2022-12-07 11:08:25,4.0.5,0,
64f91bdb-6a2f-4096-a385-07d0c53de8c3,2,But there's two Wikipedia media how come you two I'll be your phone need like does the phone need two applications to run equal side by side,2023-01-05 08:37:59,4.0.5,0,
2ec5c9cf-30f9-43d1-9427-7820c1ea4507,2,"UI pénible à utiliser, plusieurs demandes de détails redondants ou inintéressant au moment d'upload un fichier, geoloc sur San Francisco par défaut et pas possible de centrer sur sa position, etc... Ça freine la co-op plus que ça ne la rend accessible.",2023-01-05 20:20:32,4.0.5,0,
3ae28938-539f-4fc7-bc17-85b8234f2a94,2,Glory to God 🙏 Rian 🌈 Rabe,2023-01-28 17:45:01,4.0.5,0,
9717b2f3-f8e4-4f3c-b1a7-dc9deae3c64f,2,"When I upload a file from computer, I can't see the updated file from here.",2023-03-19 14:55:28,4.0.5,0,
59222af8-7fb5-431d-8a0f-09881b85db92,2,Not a single photo is uploading even though i tried a dozen times,2023-03-19 17:44:39,4.0.5,0,
9c504a85-6e4d-4602-b564-8abedebc2bf8,2,It's outstanding,2023-04-16 22:02:42,4.0.5,0,
8fcb18e2-a697-4038-b48e-5d14afc5bb8a,2,"I had contributed to Wikimedia Commons via uploading 1000s of high-quality, in color, and exclusive images using my professional Nikon camera gear. I have seen that some of my images on this app display my name (author) but when I click on them, another page of a different contributor/userpage appears. Why? This creates a confusion about the intellectual property rights (misleading information). Should be corrected as soon as possible. I stopped contributing to Wikipedia & Wikimedia Commons.",2023-07-26 07:22:01,4.1.0,0,
0ccbc815-87bc-46ca-a6c1-624cc547a28c,2,ok,2023-11-28 00:57:40,4.2.1,0,
50135032-77ea-49ae-a4a8-006c9831b260,2,This app contains much propaganda. Do not download.,2023-11-28 02:58:49,4.2.1,0,
b99f2fdd-e6f3-415e-82f6-46bf8f6bc5b8,2,Greatz,2023-12-03 22:50:46,4.2.1,0,
a36dd057-c16c-4a31-bb0c-08530b813c9a,2,So impressive per now,2023-12-27 01:04:08,4.2.1,0,
28e3bc1c-9e78-49aa-9476-33d99f4ebf74,2,Images uploaded from other devices are not synced properly.,2024-03-20 17:46:39,4.2.1,0,
7ae4f1a8-c2e5-4780-9a79-1641c11ecc8d,2,include device info data,2024-03-28 23:34:56,4.2.1,0,
fa7f836a-cad6-4fa3-8e74-39a87446c512,2,wellcome From Sardar Farooq Karim& happy eid day,2024-04-11 00:42:17,4.2.1,0,
a6a43e54-584e-4e0e-99ff-28ea43d4adc7,2,I put the logo of my country's movie or club in their articles but they delete it on the grounds of copyright!! Is there any way to not delete it.?,2024-04-16 00:13:59,4.2.1,0,
cc120b09-12f1-4e41-b021-d9bb4df5c241,2,"Too many bugs, won't load photos, won't show internal storage, still showing limited mode, can't load my profile.",2024-05-01 02:53:04,4.2.1,0,
4236c3d7-d60b-40b2-a289-8388fabca43e,2,It's good,2024-07-01 20:40:41,5.0.1,0,
fd36be09-a4ad-4fcb-ba5f-7e3215a652e0,2,Turns every stroll around an old city into a treasure hunt for heritage landmarks. Great integration with structured data and Wikidata.,2024-07-12 07:00:16,5.0.1,0,
c29e5de5-d387-4695-99aa-9ad0cd4345c5,2,Good,2024-08-13 00:22:01,4.2.1,0,
ecd81f4b-6c9f-43a1-9c3f-a70307259155,2,Yes boss,2024-09-25 14:49:05,5.0.2,0,
ac0f9fc3-a9c6-4fd3-a0dd-6562916c32ee,2,I just love how this has a higher age rating than GTA5💀,2024-10-08 10:08:14,5.0.2,0,
6e9f0ec0-b7f6-48aa-b813-d76e6de00986,2,Weekly updates pls...,2024-10-23 12:46:10,4.1.0,0,
ef3d6830-026b-4710-9a99-97084c3cf910,2,Wikimedia commons is very iportant apps for all using smart phone or computer with web3 i like takes 5 stars,2024-11-03 02:43:55,5.0.2,0,
c0178244-1ec1-434e-a3ab-cfe7f269e853,2,Very good app,2024-11-05 01:24:29,5.0.2,0,
f61cfeb3-6cde-4086-b894-7fa872d1ff32,2,"there are newer versions on the app, and as long you reatin ur history its will be simlpe to locatre",2024-11-10 23:34:52,5.0.2,0,
df09dbf1-6678-4687-b774-4faccb1591e7,2,Good,2024-11-11 01:05:59,5.0.2,0,
6938206e-090c-4271-a019-c609828bfd83,2,I like the international what kind of people from all over the world can post pictures which is pretty sweet!,2025-01-09 01:04:40,5.0.2,0,
a578ee88-2eeb-48c1-95b0-126e483987a1,2,18+ and scam.,2025-02-05 04:41:04,5.1.2,0,
cac5ff5d-059b-4e64-91a7-e7841ae27fde,2,Like Me,2025-02-23 04:10:56,5.1.2,0,
f5880a18-7dac-4853-9303-54d2826d3c18,2,lots to do and learn here with all this Information.,2025-04-30 16:57:32,5.3.0,0,
10c716d1-b144-4f56-8d3c-673d3161bbe8,2,"cool let me join your community,please..",2025-06-17 23:43:24,5.4.1,0,
978c4b6a-1a96-41b5-85af-2c19773bd5ac,2,"MY TABLET KEEPS CRASHING. when I look at photos, it just... crashes. it makes my tablet lag so hard that it takes 5 minutes for it to register touch. I'm using a Lenovo Tabm11",2025-06-29 02:57:01,5.5.0,0,
90e0728f-3787-441c-8d83-0436192edde4,2,awesome way to contribute to Wikipedia on the road. Bonus great maps with points of interest when travelling,2025-07-24 17:34:15,5.5.0,0,
e51c9028-3c3a-463e-a401-2f0e50c9a502,2,"It is really outdated, very limited, and is nothing compared to the Wikipedia app.",2025-07-26 06:41:21,5.5.0,0,
830df482-32b8-4286-a148-9fd91cd8b3a3,2,👍 solid!,2025-08-10 00:17:03,5.6.1,0,
291c3f02-c6f1-4a72-afa6-07a045e4c8bb,2,images won't load,2025-08-30 19:47:07,6.0.0,0,
450fe90e-0fec-467d-8ced-d36d99c8c4f8,2,✋️💞💞💞💞,2025-10-14 16:43:17,6.0.2,0,
