repository_id,ur_id,pr_id,create_date,pull_request_date,latest_release_date,review,title,description,url,author,target
10,725563f9-4d77-4542-9dd4-0868fcb67d17,MDExOlB1bGxSZXF1ZXN0MzU3NDYzNQ==,2014-06-16 20:21:46,2013-01-07 20:08:31,2014-02-15 18:08:04,Ni bolegi kya,Change psmf to psmfStruct as per unknownbrackets suggestion,,https://github.com/hrydgard/ppsspp/pull/357,HomerSp,0
10,65af6dd3-0999-4686-b168-ce07a3285bfe,MDExOlB1bGxSZXF1ZXN0MzczOTY4Mw==,2014-06-30 14:04:06,2013-01-18 15:05:01,2014-02-15 18:08:04,Mamatay na kayo,Implement couples of scePsmf and scePsmfPlayer functions,"Tested with few games and look okay , at least not beaking any games but didn't fix anything yet",https://github.com/hrydgard/ppsspp/pull/437,dbz400,0
10,8c8258da-1283-4fa4-b5b3-1685dd1925b0,MDExOlB1bGxSZXF1ZXN0Mzc1MTM1NQ==,2015-01-07 12:48:22,2013-01-19 13:10:34,2014-02-15 18:08:04,Where i want get the game??,Add DoState() to scePsmfPlayer ,Add display AM/PM and 12-hour format for save/load dialog,https://github.com/hrydgard/ppsspp/pull/445,dbz400,0
10,662f391f-7d07-43d4-8884-662a2b83cc59,MDExOlB1bGxSZXF1ZXN0Mzc5NTU5Ng==,2015-01-07 17:36:47,2013-01-23 07:47:23,2014-02-15 18:08:04,love love it,Make scePsmfPlayerCreate create psmfPlayers,"Fixes recent breakage to Lunar. I don't know what's really correct here, but starting in Create and creating in Start smells wrong. Anyway, I made it do it both places since I don't know which is right. -[Unknown]",https://github.com/hrydgard/ppsspp/pull/479,unknownbrackets,0
10,f381ccb4-25aa-4582-9127-f266ac75a181,MDExOlB1bGxSZXF1ZXN0Mzg0MjcxOQ==,2014-08-11 10:08:49,2013-01-25 16:37:53,2014-02-15 18:08:04,"Showing great promises,  keep updating it dev! BTW please develop multithreaded option more because multi core processor is standard nowadays,  many users have one.",RTC buildfix (but not sure),"Attempts to workaround missing gmtime on win32/Android and tm_gmtoff on win32. Tests fail, though, but at least it builds and runs without segfault. Not tested on Android. -[Unknown]",https://github.com/hrydgard/ppsspp/pull/495,unknownbrackets,0
10,a8c36fbf-faf6-401c-a66b-eab7b452a29c,MDExOlB1bGxSZXF1ZXN0Mzk2MzY0Ng==,2015-01-24 18:25:29,2013-02-03 07:31:25,2014-02-15 18:08:04,Great,"Always reschedule on vblank, even without handler",Fixes: Tested with a bunch of games to ensure it doesn't break anything. -[Unknown],https://github.com/hrydgard/ppsspp/pull/576,unknownbrackets,0
10,22c4b913-100d-4e58-861d-c5c12797d3f1,MDExOlB1bGxSZXF1ZXN0NDA3OTc4MA==,2014-06-26 03:05:23,2013-02-11 10:03:19,2014-02-15 18:08:04,I wiil download wwe 11 in psp emulator,Put FPS code into ShowFPS() and better approach to prevent FPS overlap when debug statistics shows ,put FPS code into ShowFPS() add FPS counter to debug statistics as well and should be useful during debug. prevent FPS counter from overlapping :),https://github.com/hrydgard/ppsspp/pull/654,dbz400,0
10,edd97e71-72ae-4a53-b493-7b1f1d0689f0,MDExOlB1bGxSZXF1ZXN0NDA4MzQyNg==,2015-02-11 18:12:47,2013-02-11 14:40:52,2014-02-15 18:08:04,Finally i can play harvest moon for girls.. I've always wanted to play it in english version!,Update translations and fix windows names,,https://github.com/hrydgard/ppsspp/pull/657,mikusp,1
10,00943847-1e5f-4aa7-927c-f068a37adc5c,MDExOlB1bGxSZXF1ZXN0NDA5ODc1OA==,2014-03-06 09:57:07,2013-02-12 08:27:10,2014-02-15 18:08:04,Awesome,Undisable the vertex hash backoff,"Well, my previous change just broke it which is why it fixed it for me. numFrames was never being incremented. I tried a few different things, and it ended up that vertices with < 100 frames are just more likely to abruptly change in some games (mostly ui or sprite sheets.) Since I had a bunch with hundreds and thousands, I'm hoping those are the ones that are better to cache, anyway? But maybe I should use dec.GetDecVtxFmt().stride instead, or a combination thereof... Anyway, this fixes it without the glitches while retaining 80% of the performance improvement, so it's at least better than current. I think it could be improved more. -[Unknown]",https://github.com/hrydgard/ppsspp/pull/666,unknownbrackets,0
10,70151118-dacc-4598-bd05-a5d7412dcb5c,MDExOlB1bGxSZXF1ZXN0NDExMDYwNg==,2014-02-19 17:37:51,2013-02-12 20:02:08,2014-02-15 18:08:04,Bored,German translation (unfinished),"I will finish this when I have more time, just basic options for now.",https://github.com/hrydgard/ppsspp/pull/675,Apology11,0
10,54bf64cd-6961-468f-a0a4-ccd8af2df9a6,MDExOlB1bGxSZXF1ZXN0NDE4MDMxNA==,2014-09-20 18:02:33,2013-02-17 01:46:03,2014-02-15 18:08:04,how do i start the app and how do i use it,sceSAS style & simplification,All { are consistent across all functions and no functional changes,https://github.com/hrydgard/ppsspp/pull/717,dbz400,0
10,b80c1de3-39ec-470d-8871-c52c7f863660,MDExOlB1bGxSZXF1ZXN0NDM0MzQwNg==,2014-02-26 05:00:58,2013-02-27 07:07:39,2014-02-15 18:08:04,I can't download games this sucks,Armjit update,"JIT all of the load/stores on ARM Added: lhu,lh, sh, lb Simplified: lbu, sb",https://github.com/hrydgard/ppsspp/pull/805,xsacha,0
10,e1daba4c-d88d-4813-9aab-d4f9c69be2bd,MDExOlB1bGxSZXF1ZXN0NDUyOTgzOQ==,2015-01-06 20:15:17,2013-03-09 09:01:07,2014-02-15 18:08:04,Gta vc city comin for u,Fix font crash on close again,"I broke it when I fixed savestates, duh. Also add the other param (found via basic run of test + JPCSP's code) - doesn't seem to affect much and mostly disabled now anyway. -[Unknown]",https://github.com/hrydgard/ppsspp/pull/918,unknownbrackets,0
10,5e5a56ab-e9f4-485a-a63c-3909cea36518,MDExOlB1bGxSZXF1ZXN0NDUzODEzMg==,2014-10-27 17:58:07,2013-03-11 01:07:23,2014-02-15 18:08:04,Thanks for the update,Revert pull 910,Numerous game fixes. Frameskip fix (resulted in black screen in some games) 'Green fix': Zero no Kiseki always showing green in game.,https://github.com/hrydgard/ppsspp/pull/938,xsacha,0
10,6f604569-96ba-4bc4-9dbb-89ae1d21291c,MDExOlB1bGxSZXF1ZXN0NDYzMzAzNw==,2014-04-19 07:52:10,2013-03-15 07:47:57,2014-02-15 18:08:04,When I start it it allways shutdown,Fix some minor warnings,Just some warnings from Xcode on ARM. -[Unknown],https://github.com/hrydgard/ppsspp/pull/993,unknownbrackets,0
10,10993bda-f8e4-4a57-99af-9648feeb1202,MDExOlB1bGxSZXF1ZXN0NDc2MTUxNw==,2014-08-07 14:04:24,2013-03-22 12:55:09,2014-02-15 18:08:04,Excllent !!! Love it !!!,Fix black screen issue in SW T&L,Tested with Gundam AGE Universe and now looking the same way as HW T&L Issue #604,https://github.com/hrydgard/ppsspp/pull/1042,dbz400,0
10,9fc7b3bd-2f04-4a5c-9896-94d71421f561,MDExOlB1bGxSZXF1ZXN0NDg4MjA2MA==,2014-08-01 08:21:56,2013-03-29 08:56:59,2014-02-15 18:08:04,awesome good for games,Track unknown sceIoIoctl commands better,"Messed this one up the first time around, missing the crucial detail of which cmd. Also an mpeg stub. -[Unknown]",https://github.com/hrydgard/ppsspp/pull/1094,unknownbrackets,0
10,328ea8de-892d-4c7e-ac01-1cd760002c6c,MDExOlB1bGxSZXF1ZXN0NDg4MjA2MA==,2014-10-03 21:47:54,2013-03-29 08:56:59,2014-02-15 18:08:04,"Really good although it lags sometimes and can't be helped. The only thing stopping me from giving a higher rate is that it crashes games, I can't play FF Crisis Core without it crashing, and I've tried multiple rims of it already.",Track unknown sceIoIoctl commands better,"Messed this one up the first time around, missing the crucial detail of which cmd. Also an mpeg stub. -[Unknown]",https://github.com/hrydgard/ppsspp/pull/1094,unknownbrackets,1
10,60fb93a4-068c-4ee7-a74d-0dd1419ea6cf,MDExOlB1bGxSZXF1ZXN0NDg5NTgyMA==,2014-07-17 08:59:45,2013-03-30 04:44:23,2014-02-15 18:08:04,"Work in progress of course, but im happy to see it improve.",Fix swapped statements in scePsmf?,"I'm assuming this was actually intended The other way results in no actual changes happening outside of the function. There were no comments saying that was intended so I guess it was an accident or something. If the functions aren't entirely implemented yet, just tell me and I'll close the pull request.",https://github.com/hrydgard/ppsspp/pull/1098,lioncash,0
10,04d183d5-1e06-4b53-9815-77669a0941d8,MDExOlB1bGxSZXF1ZXN0NDkwNDk5OA==,2014-05-10 12:49:02,2013-04-01 04:42:03,2014-02-15 18:08:04,Stupid,Speed up ISO reading for the gameinfocache,"On Windows, new is the biggest consumer (I turned off caching to see what was up.) Seems like a likely story for mobile. After that was inflate and fread. The best way to optimize that would be to fast-path a single directory lookup by path, so I did that. Now fread is the top consumer by far (70%) and the next is CreateFile (13.8%.) Most of the read is actually in the CISO constructor reading the index I presume. -[Unknown]",https://github.com/hrydgard/ppsspp/pull/1145,unknownbrackets,0
10,4ce4db12-a6cf-4082-a94b-3607d8ffdee3,MDExOlB1bGxSZXF1ZXN0NTEwNzA1NQ==,2014-07-08 11:54:47,2013-04-11 13:47:39,2014-02-15 18:08:04,Freaking Amazing,Match SW spotlight with hardware,No functional change,https://github.com/hrydgard/ppsspp/pull/1256,dbz400,0
10,36c8bb77-b7e5-471f-8442-194213345c02,MDExOlB1bGxSZXF1ZXN0NTIzMzMwNg==,2014-07-01 22:38:30,2013-04-18 10:51:40,2014-02-15 18:08:04,I love da game,Add an UI for modifying controls for PC,"I add a new UI for modifying control keys for PC, and remove the old one. In fact, I'm not sure how to design it. Here is the one I made, feel free to modify it:",https://github.com/hrydgard/ppsspp/pull/1323,oioitff,0
10,27c8bd9b-2fd4-4307-b892-2cbe6ed4f335,MDExOlB1bGxSZXF1ZXN0NTMxODExMg==,2014-07-23 09:30:08,2013-04-23 14:36:13,2014-02-15 18:08:04,Something that works!^_^,Update ko_KR.ini,Add �Use Button X to Confirm,https://github.com/hrydgard/ppsspp/pull/1489,mgaver,0
10,41d6254e-6ab3-42d0-8cc1-749e9512fd31,MDExOlB1bGxSZXF1ZXN0NTM2OTI1Nw==,2014-05-15 14:04:40,2013-04-25 14:53:10,2014-02-15 18:08:04,"great graphic, and smooth performance for most of the games. sometimes stop working when I play persona 3 (cant touch any button) and force close when I play kingdom hearts but still stuning!",Revert the secondary texture cache,Also fix two minor typo type issues. -[Unknown],https://github.com/hrydgard/ppsspp/pull/1529,unknownbrackets,1
10,390e2ae8-71c6-4468-a2f5-2db82d4765ad,MDExOlB1bGxSZXF1ZXN0NTQxMjAzOQ==,2014-11-09 11:34:24,2013-04-28 07:41:20,2014-02-15 18:08:04,I have been downloading so many ROMs but I could NEVER play them please someone help me out I am I think this app is amazing to!,"Fixes to thread funcs, stack, etc.","This makes a number of changes: Unfortunately, this doesn't seem to fix anything I have really, but it doesn't seem to break anything either. -[Unknown]",https://github.com/hrydgard/ppsspp/pull/1563,unknownbrackets,0
10,8d2194f3-89f9-45b5-a3f2-e7d65270e82e,MDExOlB1bGxSZXF1ZXN0NTQxNDc0Mg==,2014-11-23 07:08:19,2013-04-28 19:45:55,2014-02-15 18:08:04,I'm trying to play dbz shin budokai another road but when I go to play the screen is black somebody help me out,Revert sceAtracGetSecondBufferInfo(),"I don't know if those changes fixed any games, but they seem to confuse games. Reverting fixes Holy Invasion of Privacy and Valkyrie Profile. I figured maybe it was just general brokenness when it was only Valkyrie Profile, but the other game works fine (with this reverted.) -[Unknown]",https://github.com/hrydgard/ppsspp/pull/1579,unknownbrackets,1
10,81c2da73-4126-4656-90d6-e94b5ca4a9ee,MDExOlB1bGxSZXF1ZXN0NTQ3MTg0Mg==,2014-05-12 10:56:14,2013-05-01 15:05:24,2014-02-15 18:08:04,Really appreciate the work,Approximate better with two fixed blend colors,"The idea here is to at least allow one to be a constant, and to allow more variance in the comparisons. This is basically an improved version of #1614. I hope it's not worse for performance (using a Vec3), but the common case seems to be the 0xFFFFFF/0x000000 by far, which should be fine. This makes the pause screen in Exit look much better, fixes the menu fade in Popolocrois, and at least doesn't seem to make anything look awful in Lunar. -[Unknown]",https://github.com/hrydgard/ppsspp/pull/1618,unknownbrackets,0
10,53558460-94ea-4a51-b675-63cc8a737085,MDExOlB1bGxSZXF1ZXN0NTUyMjI5OQ==,2014-02-16 13:45:16,2013-05-03 18:36:41,2014-02-15 18:08:04,This app is awesome,Add Texture Deposterize option to Android/iOS build,,https://github.com/hrydgard/ppsspp/pull/1657,dbz400,0
10,d3e96096-b501-4022-95ee-a1b1c543e2ca,MDExOlB1bGxSZXF1ZXN0NTU3OTU2MQ==,2014-07-24 15:53:39,2013-05-07 20:17:14,2014-02-15 18:08:04,"This is great,like what others said...five stars 4 me...",Send u_alphacolorref as integers,"It seems faster on a desktop, but harder to tell for me on Android (doesn't seem worse, anyway...) Maybe might help #1700. At least if it's really treated as a float, rounding issues might be proper in the driver. Can revert if people report it doesn't help. -[Unknown]",https://github.com/hrydgard/ppsspp/pull/1710,unknownbrackets,0
10,6f000d96-e4c4-4cd9-ba1c-d80d8ba43fa0,MDExOlB1bGxSZXF1ZXN0NTU5NTA0NQ==,2014-03-16 10:48:37,2013-05-08 13:25:50,2014-02-15 18:08:04,Nice,New Option for Blackberry keyboard devices: Partial Vertical Stretch,"Stretches screen vertically by ~38% (midpoint of stretched and non-stretched). Set this on by default for keyboard devices. Also set 'Show Touch' off by default. Blackberry keyboard devices have a 1:1 aspect ratio (720x720 pixels). The normal Stretch to Display setting does not suffice for these devices because the stretch from 408 -> 720 looks comical and very distorted. So, I propose to meet mid-way at 564 where the stretch is not as obvious and yet it still takes up most of the screen.",https://github.com/hrydgard/ppsspp/pull/1716,xsacha,0
10,0cdc2121-3c82-4427-938a-149f2331b636,MDExOlB1bGxSZXF1ZXN0NTYzNzU5MA==,2014-03-17 19:12:04,2013-05-10 07:53:04,2014-02-15 18:08:04,Cool,Implement DXT3 alpha,"Based on reporting I finally figured out why the Ys 6: Ark of Napishtim textures had wrong alpha: they were using DXT3. Might be the only game I have that uses DXT3... I initially got the alpha bits wrong, and it was noticeable, so I'm pretty sure it's right now. At least all the textures look good. Also, this probably would do well with pshufb as well, heh. -[Unknown]",https://github.com/hrydgard/ppsspp/pull/1743,unknownbrackets,0
10,1ba55ee0-8eb3-4fd1-a284-ed5c0cdb0569,MDExOlB1bGxSZXF1ZXN0NTY2ODk1Ng==,2014-08-27 21:39:07,2013-05-13 08:20:29,2014-02-15 18:08:04,I don't think this app runnin on 1080p setting,av_get_default_channel_layout returns int64_t,And one less signed/unsigned comparison warning.,https://github.com/hrydgard/ppsspp/pull/1794,aquanull,0
10,ad77d2a8-aa34-4d99-981f-38b62833f1a3,MDExOlB1bGxSZXF1ZXN0NTY4OTU0Ng==,2014-08-28 01:08:13,2013-05-14 00:32:55,2014-02-15 18:08:04,I can play all day,Increase max volume for sceAudioSRCOutputBlocking,and this one is not allowed negative volume,https://github.com/hrydgard/ppsspp/pull/1799,dbz400,0
10,74eda96f-2911-4c28-8a96-c23dcc02387d,MDExOlB1bGxSZXF1ZXN0NTY5OTE0Ng==,2014-06-03 05:38:50,2013-05-14 13:00:08,2014-02-15 18:08:04,Runs perfectly!!!!!!,HLE needs to be reset after kernel shutdown,the changes should fix those game which rely on the function sceKernelLoadExec Games tested: Crazy Taxi: Fare Wars Power Stone Collection,https://github.com/hrydgard/ppsspp/pull/1804,matause,0
10,694ed9f5-efae-4733-a8af-7942d97919c6,MDExOlB1bGxSZXF1ZXN0NTYzMzk1OA==,2014-05-20 08:09:58,2013-05-10 00:45:01,2014-02-15 18:08:04,"This is a really good elumanator.  But it dose have it's flaws for one ,it's hard to download games and set them up. That's the only problem I have other than that its amazing.",Custom Fps Limiter,"First time contributing. Set FPS limit on second page of graphics settings. Press Tab key or on 360 controller, press left stick to toggle between 3 states. 1st state is standard 60 fps. 2nd state is the custom limit. 3rd state is unthrottled (2000 fps) Sorry if i did anything wrong. Again, this is my first time using github, first time contributing to an open source, and probably 5th time using C++ professionally. So if there are any cleanups or improvements, let me know because i really want to learn. Also, have no idea why my vcxproj was included. Remove it if possible.",https://github.com/hrydgard/ppsspp/pull/1739,makotech222,0
10,86eb33e3-d2d9-4425-a3b8-ca440a3a8570,MDExOlB1bGxSZXF1ZXN0NTc5Mjk5NQ==,2014-07-19 12:51:52,2013-05-18 06:24:56,2014-02-15 18:08:04,sana magroon ng ppsspp sa windows 8,Restore turbo touch key to its original behavour,"which is "" press to go max speed it can and back to original speed when release""",https://github.com/hrydgard/ppsspp/pull/1831,dbz400,0
10,d067425b-3bf6-4546-8ea9-0330b33b2031,MDExOlB1bGxSZXF1ZXN0NTgwMjcwNQ==,2014-04-18 12:29:12,2013-05-20 03:36:37,2014-02-15 18:08:04,super slow when i'm playing tekken :/,Psp save dialog,This mainly fixes SRWMXP & SRWAP (#1772) and doesn't seem to break other games. The other changes make it more consistent with the real PSP. There are still issues as the comments say. Thanks to finalwind008 and computerbird for their help in tests.,https://github.com/hrydgard/ppsspp/pull/1861,aquanull,0
10,29859141-1b60-4ca8-bf19-4af074d9af71,MDExOlB1bGxSZXF1ZXN0NTkzNTIwMg==,2014-06-04 00:18:52,2013-05-26 11:59:41,2014-02-15 18:08:04,Great,Update PPSSPP.pro,"Hello, I changed PPSSPPQt version for Symbian from 0.7.5 to 0.7.6",https://github.com/hrydgard/ppsspp/pull/1929,motazalnuweiri,0
10,b827238d-9077-418e-b430-fe18d4f45ffe,MDExOlB1bGxSZXF1ZXN0NTkzNzYzNg==,2014-05-21 04:55:39,2013-05-26 23:35:53,2014-02-15 18:08:04,Plays peerfect,Symbol map fixes,"Just for debugging. They weren't being reset on loading a new game, and this was confusing me, heh. While debugging it, I improved perf for their load since I have some games with tons of symbols. By the way, the award for most symbols (so far) goes to Phantasy Star Portable 2. -[Unknown]",https://github.com/hrydgard/ppsspp/pull/1938,unknownbrackets,0
10,2169f767-f00c-4105-af7b-a4038c8da850,MDExOlB1bGxSZXF1ZXN0NjA2NTA4Mw==,2014-03-29 21:03:38,2013-06-02 11:55:52,2014-02-15 18:08:04,Amazing. ♥,Fix signed/unsigned mismatch warnings in CwCheat.cpp,,https://github.com/hrydgard/ppsspp/pull/2036,lioncash,0
10,7f325b93-623a-47f7-90eb-c8b700445de1,MDExOlB1bGxSZXF1ZXN0NTk4MTcwNQ==,2014-05-10 08:16:59,2013-05-29 04:34:24,2014-02-15 18:08:04,"ive been using this for over a year now, its really great as usual! if I could suggest, can you speed up tekken 5 dark resurrection? sometimes in battle it will not lag but after about 20 sec it starts to for like 45 sec before goimg back to normal. ALSO, ONE BIG PROBLEM. Some arenas wont load, especially THE FINAL STAGE OF STORY MODE, because of this I cant fight jinpachi and all I see is a black screen while gettimg beaten up. Pls fix ASAP, thanks!",Update lang/ and zim assets.,,https://github.com/hrydgard/ppsspp/pull/1973,aquanull,0
10,21e58f0b-8806-4445-94c6-bcd7039a202c,MDExOlB1bGxSZXF1ZXN0NjE0NjE0Mg==,2014-06-03 20:35:49,2013-06-05 22:15:22,2014-02-15 18:08:04,Controller support makes this a must. Works well.,The correct fix for choppy cg audios and bgm.,And fix missing bgm and voice issue for 7th Dragon 2020. All credit goes to @unknownbrackets :),https://github.com/hrydgard/ppsspp/pull/2102,oioitff,0
10,a489fe0b-ad9a-4b93-8be4-4ff6b985665b,MDExOlB1bGxSZXF1ZXN0NjIwNDc1Ng==,2014-04-03 11:12:11,2013-06-08 17:01:08,2014-02-15 18:08:04,Mooo beeeee,Fix missing Pause Screen BG if the game is exited once and then replayed.,,https://github.com/hrydgard/ppsspp/pull/2147,aquanull,0
10,341c04ee-d47d-4a62-ab09-abaade7f097f,MDExOlB1bGxSZXF1ZXN0NjIwODIyNg==,2014-05-30 14:38:35,2013-06-09 11:11:02,2014-02-15 18:08:04,Persona 3 Portable runs like a boss on my phone. Oh and I think you guys should update the ppsspp logo to fit the new line style gamepad you made.,Implement __sceSasConcatenateATRAC3 and tiny bug fix for sceAtrac.,"Tested with Sol Trigger, it should get all sounds now. And revert a bug fix for atrac3plus savestate.",https://github.com/hrydgard/ppsspp/pull/2165,oioitff,0
10,8e02739e-8454-41bf-9024-3b36301b8c1c,MDExOlB1bGxSZXF1ZXN0NjI3NDM1NQ==,2015-01-06 17:06:49,2013-06-12 15:10:16,2014-02-15 18:08:04,"I downloaded Persona 3 Portable on my samsung s3, it worked until the character choosing screen then it went black, nothing, please help","Fix sceSasSetPause() error code, update default SAS values","Based on dumping the SasCore struct and tests. sceSasSetPause(&sasCore, -1, 0) is completely valid, and should not return any error. We just had an infinite loop. Mimana still works. Also sceSasRevVON(&sasCore, 2, 2) is the same as 0, since it seems to only check the lsb. We don't use it yet anyway, but might as well fix it since it's easy. -[Unknown]",https://github.com/hrydgard/ppsspp/pull/2231,unknownbrackets,0
10,2eaec598-2fb7-4a30-b0f1-241c6522b30f,MDExOlB1bGxSZXF1ZXN0NjMxOTkxNQ==,2014-10-11 15:41:59,2013-06-14 07:47:46,2014-02-15 18:08:04,I don't know where to download games,Disable touch controls for Windows,Started as #2246.,https://github.com/hrydgard/ppsspp/pull/2257,thedax,0
10,edc08a36-ccb8-4716-8148-88d70029a324,MDExOlB1bGxSZXF1ZXN0NjQ5MTg3OA==,2015-01-19 03:47:29,2013-06-23 16:02:18,2014-02-15 18:08:04,its great.......but how do you Extract files?Im trying to play GTA vice city stories but i can't extract my file.,Add text shadow to message dialog that match real PSP,,https://github.com/hrydgard/ppsspp/pull/2419,dbz400,0
10,afc4dc64-6b63-440e-a962-d8e51d5cd458,MDExOlB1bGxSZXF1ZXN0NjQ5MzE4NQ==,2014-06-28 23:23:09,2013-06-23 21:08:41,2014-02-15 18:08:04,Sometimes force close while i'm playing Crisis Core & 3rd Birthday. Please fix it. Xperia SP,"Fix some bugs in auto savedata modes, use structs",This changes a lot of situations where addresses were computed manually to simply use structs and arrays. This makes the code look a lot clearer imho. It also uses PSPPointers now. Behavioral changes: -[Unknown],https://github.com/hrydgard/ppsspp/pull/2423,unknownbrackets,0
10,6e2dd042-90af-453e-b655-ecb25656edba,MDExOlB1bGxSZXF1ZXN0NjYzODI0MA==,2014-06-04 08:57:12,2013-06-30 14:06:48,2014-02-15 18:08:04,"It works well but mostly games that I want to play, frame rates will drop -_-",Add fake glowing effect to save icon and use 'NEW DATA' as real PSP does,,https://github.com/hrydgard/ppsspp/pull/2559,dbz400,0
